"sentence","label","tokens"
"I would look for a peacoat style jacket in a color that was versatile, such as gray or green or khaki, with a hood that was fairly stylish and flattering.",2,"would|look|for|peacoat|style|jacket|in|color|that|was|versatile|such|as|gray|or|green|or|khaki|with|hood|that|was|fairly|stylish|and|flattering"
"A jacket that is warm and comfortable. It wouldn't be too long and would match with many styles of clothing",2,"jacket|that|is|warm|and|comfortable|it|wouldn|be|too|long|and|would|match|with|many|styles|of|clothing"
"I would choose a relaxed brown faux-leather jacket, warm enough for three seasons.",2,"would|choose|relaxed|brown|faux|leather|jacket|warm|enough|for|three|seasons"
"The jacket would be a mid to light weight jacket that can be used across multiple seasons mainly spring, summer and autumn. This would also require a hood to be present along with having at least two pockets where I can put my hands in to. ",2,"the|jacket|would|be|mid|to|light|weight|jacket|that|can|be|used|across|multiple|seasons|mainly|spring|summer|and|autumn|this|would|also|require|hood|to|be|present|along|with|having|at|least|two|pockets|where|can|put|my|hands|in|to"
"I would get a nice jacket that looks expensive, keep me warm and last a long time",2,"would|get|nice|jacket|that|looks|expensive|keep|me|warm|and|last|long|time"
"I would most likely choose a denim blue jacket because they are the most comfortable for me to wear and I can easily fit into them. They are affordable as well.",2,"would|most|likely|choose|denim|blue|jacket|because|they|are|the|most|comfortable|for|me|to|wear|and|can|easily|fit|into|them|they|are|affordable|as|well"
"i want it to be trendy and a colour that will match any outfit. so definitely a black jacket. i would not mind a rain jacket or fur jacket. As long it keeps me warm during extremely cold whether. ",2,"want|it|to|be|trendy|and|colour|that|will|match|any|outfit|so|definitely|black|jacket|would|not|mind|rain|jacket|or|fur|jacket|as|long|it|keeps|me|warm|during|extremely|cold|whether"
"I want to buy a laptop that is capable enough to manage my wok but most importantly very light and mobile and with as small bezels around the screen as possible. I want a 14 inch one.",2,"want|to|buy|laptop|that|is|capable|enough|to|manage|my|wok|but|most|importantly|very|light|and|mobile|and|with|as|small|bezels|around|the|screen|as|possible|want|inch|one"
"I would purchase a jacket that is suitable for both warm and cool weather, it would have long sleeves and a zip down the middle rather than buttons.
It would have a colour that could be popped and it would be a dark colour. ",2,"would|purchase|jacket|that|is|suitable|for|both|warm|and|cool|weather|it|would|have|long|sleeves|and|zip|down|the|middle|rather|than|buttons|it|would|have|colour|that|could|be|popped|and|it|would|be|dark|colour"
"I would be looking to buy a lightweight jacket with a hood attached and a sufficient amount of pockets. I would want the material inside the jacket to be soft and the outside material to not be damaged by the rain. I would prefer the jacket to be a dark and neutral color such as black or charcoal grey.",2,"would|be|looking|to|buy|lightweight|jacket|with|hood|attached|and|sufficient|amount|of|pockets|would|want|the|material|inside|the|jacket|to|be|soft|and|the|outside|material|to|not|be|damaged|by|the|rain|would|prefer|the|jacket|to|be|dark|and|neutral|color|such|as|black|or|charcoal|grey"
"I would probably buy some kind of PC because I find them to be more cost effective than a mac. I want something with decent storage space and processing power but not an excessive amount as I don't do gaming or other things that demand a lot of processing power.",2,"would|probably|buy|some|kind|of|pc|because|find|them|to|be|more|cost|effective|than|mac|want|something|with|decent|storage|space|and|processing|power|but|not|an|excessive|amount|as|don|do|gaming|or|other|things|that|demand|lot|of|processing|power"
"I want to purchase a jacket that is waterproof and also windproof, if it provides warmth with it's lining, then even better.",2,"want|to|purchase|jacket|that|is|waterproof|and|also|windproof|if|it|provides|warmth|with|it|lining|then|even|better"
"The laptop I would like would be a sleek, silver Apple Macbook Pro.",2,"the|laptop|would|like|would|be|sleek|silver|apple|macbook|pro"
"Black, waist length, £100 budget, suitable for cold weather ",2,"black|waist|length|budget|suitable|for|cold|weather"
"I am planning to purchase a black fur lined jacket that zips up the front.  It will have two pockets and be made of high quality, water resistant materials.  It will sit just below my waist and have a turtleneck type collar that covers my neck. ",2,"am|planning|to|purchase|black|fur|lined|jacket|that|zips|up|the|front|it|will|have|two|pockets|and|be|made|of|high|quality|water|resistant|materials|it|will|sit|just|below|my|waist|and|have|turtleneck|type|collar|that|covers|my|neck"
"The type of jacket that I would buy as a replacement would be a goose down jacket that is lightweight as possible, but also high in down fill so its warm. ",2,"the|type|of|jacket|that|would|buy|as|replacement|would|be|goose|down|jacket|that|is|lightweight|as|possible|but|also|high|in|down|fill|so|its|warm"
"I want a laptop with a lot of RAM to be able to use for gaming. I want it to be slightly heavy and not light and fragile. It has to have a good built in fan for the purpose of using it for a long period of time at once.   ",2,"want|laptop|with|lot|of|ram|to|be|able|to|use|for|gaming|want|it|to|be|slightly|heavy|and|not|light|and|fragile|it|has|to|have|good|built|in|fan|for|the|purpose|of|using|it|for|long|period|of|time|at|once"
"I want a zip up hoodie style jacket. I like the lining to be a sherpa material for warmth",2,"want|zip|up|hoodie|style|jacket|like|the|lining|to|be|sherpa|material|for|warmth"
"I want a long, cosy jacket that is in fashion. It will keep me very warm in this weather but will also look good and align with the current fashion. It is likely to be from urban outfitters. I have tried this jacket on before.",2,"want|long|cosy|jacket|that|is|in|fashion|it|will|keep|me|very|warm|in|this|weather|but|will|also|look|good|and|align|with|the|current|fashion|it|is|likely|to|be|from|urban|outfitters|have|tried|this|jacket|on|before"
"I would want a high spec laptop and expect to pay around £1500 or more. It would have to have a dedicated GPU and a display with good resolution and refresh rate. ",2,"would|want|high|spec|laptop|and|expect|to|pay|around|or|more|it|would|have|to|have|dedicated|gpu|and|display|with|good|resolution|and|refresh|rate"
"I want a comfortable jacket, one that is of quality material. I've used synth leather in the past, as it looks good, feels comfortable, and doesn't require the maintenance of real leather. I want something with quality, and can pay more for it. ",2,"want|comfortable|jacket|one|that|is|of|quality|material|ve|used|synth|leather|in|the|past|as|it|looks|good|feels|comfortable|and|doesn|require|the|maintenance|of|real|leather|want|something|with|quality|and|can|pay|more|for|it"
"If it's a mac, I specifically want a 2014 Macbook Air 13.3"" with the most ram possible. Why a 2014? Because it's the most reliable Macbook Air. If it's a chromebook, a Asus C434.",2,"if|it|mac|specifically|want|macbook|air|with|the|most|ram|possible|why|because|it|the|most|reliable|macbook|air|if|it|chromebook|asus"
"I want a light weight chromebook, something which is easy to carry with me, It must have built in security and use google chrome as my search .",2,"want|light|weight|chromebook|something|which|is|easy|to|carry|with|me|it|must|have|built|in|security|and|use|google|chrome|as|my|search"
"I would like a laptop that is easy to use, with a good size screen.",2,"would|like|laptop|that|is|easy|to|use|with|good|size|screen"
"I'd like a jacket that is warm, has a hood and covers my bum. I like long jackets, preferably not black. ",2,"like|jacket|that|is|warm|has|hood|and|covers|my|bum|like|long|jackets|preferably|not|black"
"I honestly just want a good Dell laptop. They have been very reliable since I first used them Preferably for gaming. At least 14 inch screen. With a good warranty. I'm not so good in specs, just this particular brand because I've yet to have any real issues. The prices are fairly reasonable ad well. ",2,"honestly|just|want|good|dell|laptop|they|have|been|very|reliable|since|first|used|them|preferably|for|gaming|at|least|inch|screen|with|good|warranty|not|so|good|in|specs|just|this|particular|brand|because|ve|yet|to|have|any|real|issues|the|prices|are|fairly|reasonable|ad|well"
"I WANT A JACKET THAT IS BLUE WATERPROOF AND KEEPS ME WARM. IT CAN NOT BE TOO BIG OR TOO TIGHT AND I NEED TO BE ABLE TO BE WASHED ",2,"want|jacket|that|is|blue|waterproof|and|keeps|me|warm|it|can|not|be|too|big|or|too|tight|and|need|to|be|able|to|be|washed"
"I would buy a Chromebook because it is lightweight and smaller than a regular laptop. They are very affordable too. I have heard very good things about them. ",2,"would|buy|chromebook|because|it|is|lightweight|and|smaller|than|regular|laptop|they|are|very|affordable|too|have|heard|very|good|things|about|them"
"The jacket will be waterproof and pretty with a floral design.  It will have a hood and zip fastening.",2,"the|jacket|will|be|waterproof|and|pretty|with|floral|design|it|will|have|hood|and|zip|fastening"
"I would choose a jacket that is grey. One that is thick and warm. It would look like a pea coat that I could wear to work and still look professional and stay warm. ",2,"would|choose|jacket|that|is|grey|one|that|is|thick|and|warm|it|would|look|like|pea|coat|that|could|wear|to|work|and|still|look|professional|and|stay|warm"
"With it almost being spring I'd be looking for something that still offers some waterproofing but not something too bulky. I want a hood as it always seems to rain.",2,"with|it|almost|being|spring|be|looking|for|something|that|still|offers|some|waterproofing|but|not|something|too|bulky|want|hood|as|it|always|seems|to|rain"
"Light and compact so that I can take it to and from work easily, fast with good storage for files and internet, relatively new so that I know it's got lots of life in it!",2,"light|and|compact|so|that|can|take|it|to|and|from|work|easily|fast|with|good|storage|for|files|and|internet|relatively|new|so|that|know|it|got|lots|of|life|in|it"
"I'm looking for a warm, simple everyday jacket that is waterproof. I would like it to be grey or blue. It should work for city life, and be short. I should have a hood. ",2,"looking|for|warm|simple|everyday|jacket|that|is|waterproof|would|like|it|to|be|grey|or|blue|it|should|work|for|city|life|and|be|short|should|have|hood"
"I would choose a leather jacket as my replacement. I would be willing to spend about $200 on this jacket because I wear would wear it everyday. I would like for it to be black and loose-fitting. My new jacket would be soft and warm. My jacket would be new; I do not want to buy a used jacket.",2,"would|choose|leather|jacket|as|my|replacement|would|be|willing|to|spend|about|on|this|jacket|because|wear|would|wear|it|everyday|would|like|for|it|to|be|black|and|loose|fitting|my|new|jacket|would|be|soft|and|warm|my|jacket|would|be|new|do|not|want|to|buy|used|jacket"
"A  gaming laptop that has the latest graphic cards and plenty of RAM. Preferably with thin and colored light up keys  The laptop screen is large for better entertainment with the outside shell being sturdy and textured with a pattern to be better at handling (not slippery.) The laptop will weigh over five pounds because of the large size.",2,"gaming|laptop|that|has|the|latest|graphic|cards|and|plenty|of|ram|preferably|with|thin|and|colored|light|up|keys|the|laptop|screen|is|large|for|better|entertainment|with|the|outside|shell|being|sturdy|and|textured|with|pattern|to|be|better|at|handling|not|slippery|the|laptop|will|weigh|over|five|pounds|because|of|the|large|size"
"A long wool jacket with checks, blue red and beige strips with a beige back ground. Lined inside with blue satin. 2 pockets to the side with lips over the top at an angle. Shoulder pads to each shoulder to frame me. Buttons to do up. Maybe only 6. Double breasted jacket.",2,"long|wool|jacket|with|checks|blue|red|and|beige|strips|with|beige|back|ground|lined|inside|with|blue|satin|pockets|to|the|side|with|lips|over|the|top|at|an|angle|shoulder|pads|to|each|shoulder|to|frame|me|buttons|to|do|up|maybe|only|double|breasted|jacket"
"A puffy, waterproof, black jacket with a hood. Doesn't matter if it is branded or not branded",2,"puffy|waterproof|black|jacket|with|hood|doesn|matter|if|it|is|branded|or|not|branded"
"i would like a light weight laptop with a touch pad mouse and a decently sized screen",2,"would|like|light|weight|laptop|with|touch|pad|mouse|and|decently|sized|screen"
"i would want a good quality laptop that would suit my needds, if would need a nice keyboard and screen as a minimum",2,"would|want|good|quality|laptop|that|would|suit|my|needds|if|would|need|nice|keyboard|and|screen|as|minimum"
"I am going to buy a new cheap laptop. One which has a touchscreen and that is slimline and high quality screen if i need to watch a movie on it. I dont need a top of the range one just a mid-priced one that will do everything i need.",2,"am|going|to|buy|new|cheap|laptop|one|which|has|touchscreen|and|that|is|slimline|and|high|quality|screen|if|need|to|watch|movie|on|it|dont|need|top|of|the|range|one|just|mid|priced|one|that|will|do|everything|need"
"I would prefer a new laptop with core i5. Lenovo or Mac is the brand I will likely want to buy now. The laptop must have very large memory and be able to perform huge computational tasks such as simulations.",2,"would|prefer|new|laptop|with|core|lenovo|or|mac|is|the|brand|will|likely|want|to|buy|now|the|laptop|must|have|very|large|memory|and|be|able|to|perform|huge|computational|tasks|such|as|simulations"
"differently i prefer for myself apple laptop..because i used to windows .now i want to go to use ios optimization system ..its look good ,,ultra slim and durability also good from rest of brand..first of all apple performance better than other brand.thank you ",2,"differently|prefer|for|myself|apple|laptop|because|used|to|windows|now|want|to|go|to|use|ios|optimization|system|its|look|good|ultra|slim|and|durability|also|good|from|rest|of|brand|first|of|all|apple|performance|better|than|other|brand|thank|you"
"I would like a touch screen, something lightweight with good battery life. I’m not looking to spend a fortune but just something middle of the road ",2,"would|like|touch|screen|something|lightweight|with|good|battery|life|not|looking|to|spend|fortune|but|just|something|middle|of|the|road"
"I'll need something I can buy today off the shelf because I really can't do without internet access at all nowadays, thank goodness I've got my emergency fund and have budgeted for this. The problem with my old laptop was that it didn't have sufficient memory for the current version of Windows and I must have that because I'm not up to speed on the alternatives and don't want to make a mistake online because I'm not clear about what I'm doing. That means I must have 30GB for Windows and then at least 30Gig for me and my daily life plus it must have at least 3 USB ports so that I can go on using a mouse which I find easier with my painful hands. I don't really want a touch pad but do like a good keyboard and need a fairly big screen so that I can make the resolution 150% which is what I habitually use. Other than that it needs a good battery and a medium fast processor speed plus it has to have a Wi-Fi connection so that I can go on taking it round the flat with me when I need to. I do find the camera a pain so I don't need that but speakers are useful for convenience. I think that's all I can think of, hopefully I'll find one on sale at Argos and can just bring it home and plug in all my current peripherals and that will be that.",2,"ll|need|something|can|buy|today|off|the|shelf|because|really|can|do|without|internet|access|at|all|nowadays|thank|goodness|ve|got|my|emergency|fund|and|have|budgeted|for|this|the|problem|with|my|old|laptop|was|that|it|didn|have|sufficient|memory|for|the|current|version|of|windows|and|must|have|that|because|not|up|to|speed|on|the|alternatives|and|don|want|to|make|mistake|online|because|not|clear|about|what|doing|that|means|must|have|gb|for|windows|and|then|at|least|gig|for|me|and|my|daily|life|plus|it|must|have|at|least|usb|ports|so|that|can|go|on|using|mouse|which|find|easier|with|my|painful|hands|don|really|want|touch|pad|but|do|like|good|keyboard|and|need|fairly|big|screen|so|that|can|make|the|resolution|which|is|what|habitually|use|other|than|that|it|needs|good|battery|and|medium|fast|processor|speed|plus|it|has|to|have|wi|fi|connection|so|that|can|go|on|taking|it|round|the|flat|with|me|when|need|to|do|find|the|camera|pain|so|don|need|that|but|speakers|are|useful|for|convenience|think|that|all|can|think|of|hopefully|ll|find|one|on|sale|at|argos|and|can|just|bring|it|home|and|plug|in|all|my|current|peripherals|and|that|will|be|that"
"I would choose a dell or an HP. Nothing fancy but something I’m able to do work on from home and has lots of ram and is reliable. ",2,"would|choose|dell|or|an|hp|nothing|fancy|but|something|able|to|do|work|on|from|home|and|has|lots|of|ram|and|is|reliable"
"I want a jacket that's fashionable and appropriate for the season, something I can wear everyday.",2,"want|jacket|that|fashionable|and|appropriate|for|the|season|something|can|wear|everyday"
"I would want a warm, good quality jackets that looks fashionable. ",2,"would|want|warm|good|quality|jackets|that|looks|fashionable"
"The jacket i would want as a replacement would be black or white. It would be small size UK and it would be very comfy and warm. The hoodie would be woolly and greyish or brownish of color suitable to my liking.  ",2,"the|jacket|would|want|as|replacement|would|be|black|or|white|it|would|be|small|size|uk|and|it|would|be|very|comfy|and|warm|the|hoodie|would|be|woolly|and|greyish|or|brownish|of|color|suitable|to|my|liking"
"I would try to find a laptop with at least 8GB of ram and a 2gHz processor. I would also want either a 1TB HDD or a 500GB SSD.",2,"would|try|to|find|laptop|with|at|least|gb|of|ram|and|ghz|processor|would|also|want|either|tb|hdd|or|gb|ssd"
"I would look to get something that has a plain and comfortable style, that is flexible in terms of design with removable features. Probably in blue or black, fur lined but also waterproof is very important to me. Plenty of pockets would be preferable, with a good length at the back. ",2,"would|look|to|get|something|that|has|plain|and|comfortable|style|that|is|flexible|in|terms|of|design|with|removable|features|probably|in|blue|or|black|fur|lined|but|also|waterproof|is|very|important|to|me|plenty|of|pockets|would|be|preferable|with|good|length|at|the|back"
"I would buy a long brown coat, collarless and made of a warm material ",2,"would|buy|long|brown|coat|collarless|and|made|of|warm|material"
"The jacket would be blue or black with a large warm hood, inner-lined with 2 zipped breast pockets, an inner pocket and 2 side pockets.",2,"the|jacket|would|be|blue|or|black|with|large|warm|hood|inner|lined|with|zipped|breast|pockets|an|inner|pocket|and|side|pockets"
"I want to get a new comfortable jacket.  Nothing to fancy or expensive. Just warm and comfortable
",2,"want|to|get|new|comfortable|jacket|nothing|to|fancy|or|expensive|just|warm|and|comfortable"
"I would want one that is warm and has a hood on it.  It must also have at least 4 pockets.",2,"would|want|one|that|is|warm|and|has|hood|on|it|it|must|also|have|at|least|pockets"
"I want to get a really pretty jacket with a rich brown or olive green tweed pattern. I think those colours would go best with my colouring and hair, and I love tweed! To stand out, I'd like it to have a flower embroidered or stitched flat onto the left upper chest area, near the collar. I'd like the material to be mostly soft cotten, with a bit of stretch added. That would be so comfortable and it would feel very ""me.""",2,"want|to|get|really|pretty|jacket|with|rich|brown|or|olive|green|tweed|pattern|think|those|colours|would|go|best|with|my|colouring|and|hair|and|love|tweed|to|stand|out|like|it|to|have|flower|embroidered|or|stitched|flat|onto|the|left|upper|chest|area|near|the|collar|like|the|material|to|be|mostly|soft|cotten|with|bit|of|stretch|added|that|would|be|so|comfortable|and|it|would|feel|very|me"
"I want a new jacket that looks good with the clothes I already have. Would probably like one that is green, it also needs to be lighter, as it will be summer soon. ",2,"want|new|jacket|that|looks|good|with|the|clothes|already|have|would|probably|like|one|that|is|green|it|also|needs|to|be|lighter|as|it|will|be|summer|soon"
"PC laptop, worth getting one with a better webcam. Needs to have Word products for work.",2,"pc|laptop|worth|getting|one|with|better|webcam|needs|to|have|word|products|for|work"
"For my every day jacket I would get a Carhatt in brown canvas or durable material on the outside with a fabric quilted inside. ",2,"for|my|every|day|jacket|would|get|carhatt|in|brown|canvas|or|durable|material|on|the|outside|with|fabric|quilted|inside"
"I would choose a light jacket as the weather now is getting warmer but it is still a bit cold. ",2,"would|choose|light|jacket|as|the|weather|now|is|getting|warmer|but|it|is|still|bit|cold"
"Another similar one, 17 inch screen and with a dedicated graphics card. I would like a decent CPU but as gaming is a major past time of mine, one of the main features would be one that has the dedicated GPU in conjunction with the CPU.",2,"another|similar|one|inch|screen|and|with|dedicated|graphics|card|would|like|decent|cpu|but|as|gaming|is|major|past|time|of|mine|one|of|the|main|features|would|be|one|that|has|the|dedicated|gpu|in|conjunction|with|the|cpu"
"A durable and reliable laptop to ensure it doesn't break again. I would want it to have similar features and to be practical.",2,"durable|and|reliable|laptop|to|ensure|it|doesn|break|again|would|want|it|to|have|similar|features|and|to|be|practical"
"I want a 2-in-1 laptop. I need a touch screen and a convertible one. One that detatches and can be used as a tablet also. I don't need an optic drive, just a hard drive",2,"want|in|laptop|need|touch|screen|and|convertible|one|one|that|detatches|and|can|be|used|as|tablet|also|don|need|an|optic|drive|just|hard|drive"
"Solid state drive, fast, with copious memory. Two USB ports minimum. High resolution display. Prefer 12” monitor or larger, and prefer number pad. ",2,"solid|state|drive|fast|with|copious|memory|two|usb|ports|minimum|high|resolution|display|prefer|monitor|or|larger|and|prefer|number|pad"
"Something warm but not too thick, definitely not a puffer jacket. Natural looking material and waist length. Dark in colour, black, grey, blue or brown.",2,"something|warm|but|not|too|thick|definitely|not|puffer|jacket|natural|looking|material|and|waist|length|dark|in|colour|black|grey|blue|or|brown"
"I would buy a high quality closet staple jacket, like a white or black jacket. Maybe a zipper hoodie from Nike or some other place. ",2,"would|buy|high|quality|closet|staple|jacket|like|white|or|black|jacket|maybe|zipper|hoodie|from|nike|or|some|other|place"
"I want a traditional laptop with a keyboard with the Windows 10 operating system that costs £400 at most.",2,"want|traditional|laptop|with|keyboard|with|the|windows|operating|system|that|costs|at|most"
"I would want one that is relatively light, and my priority in its specs would be a decent processing speed. I do not require high quality graphics, but would like to be able to run basic games on it. Cost would be a significant factor in my decision, as I typically only use a laptop for browsing so just want something reliable, cost effective, and fast.",2,"would|want|one|that|is|relatively|light|and|my|priority|in|its|specs|would|be|decent|processing|speed|do|not|require|high|quality|graphics|but|would|like|to|be|able|to|run|basic|games|on|it|cost|would|be|significant|factor|in|my|decision|as|typically|only|use|laptop|for|browsing|so|just|want|something|reliable|cost|effective|and|fast"
"I am wanting to buy a laptop that has all the latest software on and has good virus protection.  It has to have a good sensor so I can also attach a lead and use a real mouse.  There has to be a number keypad to the side so I can use it for my work.",2,"am|wanting|to|buy|laptop|that|has|all|the|latest|software|on|and|has|good|virus|protection|it|has|to|have|good|sensor|so|can|also|attach|lead|and|use|real|mouse|there|has|to|be|number|keypad|to|the|side|so|can|use|it|for|my|work"
"I am planning to buy a jacket that is knee length and medium weight. I want something casual, but still nice looking - something that can be a little dressy, too. I want to find a jacket that can go through a few seasons. I think grey is probably a good color as it goes with many things.",2,"am|planning|to|buy|jacket|that|is|knee|length|and|medium|weight|want|something|casual|but|still|nice|looking|something|that|can|be|little|dressy|too|want|to|find|jacket|that|can|go|through|few|seasons|think|grey|is|probably|good|color|as|it|goes|with|many|things"
"A hooded jacket in a very soft and light material. It has very fine multicoloured stripes, big pockets and a tie belt.",2,"hooded|jacket|in|very|soft|and|light|material|it|has|very|fine|multicoloured|stripes|big|pockets|and|tie|belt"
"an updated goth kind of style, something suitable for the weather",2,"an|updated|goth|kind|of|style|something|suitable|for|the|weather"
"I would want an Apple laptop, either the latest Macbook model or one from the refurbished store. The base model without the upgrades would be fine.",2,"would|want|an|apple|laptop|either|the|latest|macbook|model|or|one|from|the|refurbished|store|the|base|model|without|the|upgrades|would|be|fine"
"I would choose a laptop with a solid state drive with a quad core processor.It would need 8 gigs of memory and a 64-bit windows 10 operating system. Screen size would need to be at least 15inches minimum.",2,"would|choose|laptop|with|solid|state|drive|with|quad|core|processor|it|would|need|gigs|of|memory|and|bit|windows|operating|system|screen|size|would|need|to|be|at|least|inches|minimum"
"I'm on the look out for a showerproof jacket. A bright colour would be good, and a hood. I don't want to spend more than £70 on it. ",2,"on|the|look|out|for|showerproof|jacket|bright|colour|would|be|good|and|hood|don|want|to|spend|more|than|on|it"
"It would probably be an asus and have an i7 core processor and a nividia GeForce graphics.",2,"it|would|probably|be|an|asus|and|have|an|core|processor|and|nividia|geforce|graphics"
"I want a top of the line computer.  I need the fastest processor possibility.  It needs to be able to complete my work & play games.  I also want to stream videos, etc.",2,"want|top|of|the|line|computer|need|the|fastest|processor|possibility|it|needs|to|be|able|to|complete|my|work|play|games|also|want|to|stream|videos|etc"
"Probably a gaming laptop, a high spec one at that.  it would need to have quite a big screen and sufficient air cooling.  It would be a windows laptop.",2,"probably|gaming|laptop|high|spec|one|at|that|it|would|need|to|have|quite|big|screen|and|sufficient|air|cooling|it|would|be|windows|laptop"
"a macbook pro, preferably a newer model but with no touchbar",2,"macbook|pro|preferably|newer|model|but|with|no|touchbar"
"I am planning to buy a new jacket and I am looking for something warm, light weight and padded.  I would like it to have long sleeves, a hood and long enough to come just above my knees so that it keeps me really snuggled in the winder.  I am looking for an interesting but practical colour and would prefer it to be at least showerproof as I am often out walking in all weathers.",2,"am|planning|to|buy|new|jacket|and|am|looking|for|something|warm|light|weight|and|padded|would|like|it|to|have|long|sleeves|hood|and|long|enough|to|come|just|above|my|knees|so|that|it|keeps|me|really|snuggled|in|the|winder|am|looking|for|an|interesting|but|practical|colour|and|would|prefer|it|to|be|at|least|showerproof|as|am|often|out|walking|in|all|weathers"
"15 inch screen with 1tb hdd ryzen 5 chip set with max ram ",2,"inch|screen|with|tb|hdd|ryzen|chip|set|with|max|ram"
"I need something warm, waterproof with a good hood but not so big that it doesn’t stay up. Preferably a colour that I could wear with most things ",2,"need|something|warm|waterproof|with|good|hood|but|not|so|big|that|it|doesn|stay|up|preferably|colour|that|could|wear|with|most|things"
"A ice colour like a bright blue. I’d like it to be from a brand that’s expensive. Canada goose is my dream coat. Lovely and warm on cold days. Length would be to my waist and have a nice furry rimmed hood ",2,"ice|colour|like|bright|blue|like|it|to|be|from|brand|that|expensive|canada|goose|is|my|dream|coat|lovely|and|warm|on|cold|days|length|would|be|to|my|waist|and|have|nice|furry|rimmed|hood"
"I would get a Windows laptop that could support online gaming. Full keyboard with num pad and a large monitor.",2,"would|get|windows|laptop|that|could|support|online|gaming|full|keyboard|with|num|pad|and|large|monitor"
"I want a laptop that allows me to play some older games, surf the internet, and watch dvd's and blu-ray disks. ",2,"want|laptop|that|allows|me|to|play|some|older|games|surf|the|internet|and|watch|dvd|and|blu|ray|disks"
"It would be casual but fitted. It would be cord and would be a dark colour, black or blue. it would be a light weight jacket.",2,"it|would|be|casual|but|fitted|it|would|be|cord|and|would|be|dark|colour|black|or|blue|it|would|be|light|weight|jacket"
"I would replace the jacket with something nicer since I lost mine. So maybe one from Old Navy. ",2,"would|replace|the|jacket|with|something|nicer|since|lost|mine|so|maybe|one|from|old|navy"
"I would want something decently fast with a fairly large hard drive, preferably an SSD.",2,"would|want|something|decently|fast|with|fairly|large|hard|drive|preferably|an|ssd"
"Big screen, lightweight, high memory, fast start up, most recent processor",2,"big|screen|lightweight|high|memory|fast|start|up|most|recent|processor"
"I would want a comfortable yet fashionable jacket.
I want a jacket that would compliment my other clothes that I wear on a daily basis, nothing too bright something that is plain with no pattern. This jacket must be a washable one with a hood. The jacket must be warm and waterproof, and must be reasonably priced.",2,"would|want|comfortable|yet|fashionable|jacket|want|jacket|that|would|compliment|my|other|clothes|that|wear|on|daily|basis|nothing|too|bright|something|that|is|plain|with|no|pattern|this|jacket|must|be|washable|one|with|hood|the|jacket|must|be|warm|and|waterproof|and|must|be|reasonably|priced"
"The jacket I am looking for must be suitable to match the rest of my uniform.  It has to be navy with 3 buttons and preferably not too long. I would like it to have lapels and two hidden pockets.  I would also hope it has an inside pocket and also be lined.",2,"the|jacket|am|looking|for|must|be|suitable|to|match|the|rest|of|my|uniform|it|has|to|be|navy|with|buttons|and|preferably|not|too|long|would|like|it|to|have|lapels|and|two|hidden|pockets|would|also|hope|it|has|an|inside|pocket|and|also|be|lined"
"I'm going to buy the kind of jacket that has a lightweight, water-repellent layer on the outside with a removable liner that is insulated to keep you warm so I can wear it in all seasons.",2,"going|to|buy|the|kind|of|jacket|that|has|lightweight|water|repellent|layer|on|the|outside|with|removable|liner|that|is|insulated|to|keep|you|warm|so|can|wear|it|in|all|seasons"
"The jacket that I would buy would be lightweight and maybe showerproof. I would choose black, navy or bright green.
Maybe the jacket would have a hood..
I would ensure that it did not contain feathers and it would not be leather.
I would search online for discount codes. and look at reviews before buying",2,"the|jacket|that|would|buy|would|be|lightweight|and|maybe|showerproof|would|choose|black|navy|or|bright|green|maybe|the|jacket|would|have|hood|would|ensure|that|it|did|not|contain|feathers|and|it|would|not|be|leather|would|search|online|for|discount|codes|and|look|at|reviews|before|buying"
"I want to buy a new Dell XPS laptop with a large screen of at least seventeen inches, a lot of memory and a fast processor. I want the Intel Gencore processor and have Windows 10 as the operating system.",2,"want|to|buy|new|dell|xps|laptop|with|large|screen|of|at|least|seventeen|inches|lot|of|memory|and|fast|processor|want|the|intel|gencore|processor|and|have|windows|as|the|operating|system"
"For my new jacket I really want something warm and waterproof. I want something slightly longer, something that ends just at the top of my legs to keep my lower back warm because it gets sore. I'd prefer something that is light in weight though, without loosing its warmth qualities. As for colours, I'd like something dark, such as black, navy or dark grey. But I also would consider something dark purple.",2,"for|my|new|jacket|really|want|something|warm|and|waterproof|want|something|slightly|longer|something|that|ends|just|at|the|top|of|my|legs|to|keep|my|lower|back|warm|because|it|gets|sore|prefer|something|that|is|light|in|weight|though|without|loosing|its|warmth|qualities|as|for|colours|like|something|dark|such|as|black|navy|or|dark|grey|but|also|would|consider|something|dark|purple"
"I would want it to be small and lightweight. I want it to be affordable yet reliable to use.",2,"would|want|it|to|be|small|and|lightweight|want|it|to|be|affordable|yet|reliable|to|use"
"I would like a lap top that isnt too big as I like to move it around the house. I would need to research how much power and storage I would need as dont know too much about those things. I would look up recommended one by research online and asking friends.  ButI do know I dont want it to be too big or powerful. I only do a bit of surfing the internet.  ",2,"would|like|lap|top|that|isnt|too|big|as|like|to|move|it|around|the|house|would|need|to|research|how|much|power|and|storage|would|need|as|dont|know|too|much|about|those|things|would|look|up|recommended|one|by|research|online|and|asking|friends|buti|do|know|dont|want|it|to|be|too|big|or|powerful|only|do|bit|of|surfing|the|internet"
