"sentence","label","tokens","bio_tags"
"I want to buy a laminator and laminating pouches",2,"want|to|buy|laminator|and|laminating|pouches","O|O|O|B|O|B|I"
"Looking for a solid state drive and a hard drive enclosure",2,"looking|for|solid|state|drive|and|hard|drive|enclosure","O|O|B|I|I|O|B|I|I"
"Show me a crib and a changing table",2,"show|me|crib|and|changing|table","O|O|B|O|B|I"
"I need a bracelet and an anklet",2,"need|bracelet|and|an|anklet","O|B|O|O|B"
"Can you show me wetsuit and flippers",2,"can|you|show|me|wetsuit|and|flippers","O|O|O|O|B|O|B"
"I want a drone camera and a gimbal stabilizer",2,"want|drone|camera|and|gimbal|stabilizer","O|B|I|O|B|I"
"Do you have a karaoke machine and a microphone",2,"do|you|have|karaoke|machine|and|microphone","O|O|O|B|I|O|B"
"I need a soldering station and flux paste",2,"need|soldering|station|and|flux|paste","O|B|I|O|B|I"
"Show me a tool box and a wrench set",2,"show|me|tool|box|and|wrench|set","O|O|B|I|O|B|I"
"I am looking for a rice cooker and a steamer",2,"am|looking|for|rice|cooker|and|steamer","O|O|O|B|I|O|B"
"Can you find a violin bow and a shoulder rest",2,"can|you|find|violin|bow|and|shoulder|rest","O|O|O|B|I|O|B|I"
"I want to purchase a telescope eyepiece and a moon filter",2,"want|to|purchase|telescope|eyepiece|and|moon|filter","O|O|O|B|I|O|B|I"
"Looking for hiking gaiters and a compass",2,"looking|for|hiking|gaiters|and|compass","O|O|B|I|O|B"
"Show me a smart doorbell and a chime",2,"show|me|smart|doorbell|and|chime","O|O|B|I|O|B"
"I need a gaming chair and a desk mat",2,"need|gaming|chair|and|desk|mat","O|B|I|O|B|I"
"Where can I find a garden trellis and plant pots",2,"where|can|find|garden|trellis|and|plant|pots","O|O|O|B|I|O|B|I"
"Do you have a hamster cage and bedding",2,"do|you|have|hamster|cage|and|bedding","O|O|O|B|I|O|B"
"I am interested in buying a fountain pen and cartridges",2,"am|interested|in|buying|fountain|pen|and|cartridges","O|O|O|O|B|I|O|B"
"Show me a camera bag and a lens cleaning kit",2,"show|me|camera|bag|and|lens|cleaning|kit","O|O|B|I|O|B|I|I"
"I need a yoga towel and a pilates ball",2,"need|yoga|towel|and|pilates|ball","O|B|I|O|B|I"
"Can you recommend a treadmill and a cross trainer",2,"can|you|recommend|treadmill|and|cross|trainer","O|O|O|B|O|B|I"
"I want a waffle maker and a sandwich toaster",2,"want|waffle|maker|and|sandwich|toaster","O|B|I|O|B|I"
"Looking for hair mousse and hair gel",2,"looking|for|hair|mousse|and|hair|gel","O|O|B|I|O|B|I"
"Show me beard balm and moustache wax",2,"show|me|beard|balm|and|moustache|wax","O|O|B|I|O|B|I"
"Do you have a baby walker and a playpen",2,"do|you|have|baby|walker|and|playpen","O|O|O|B|I|O|B"
"I need a luggage tag and a passport cover",2,"need|luggage|tag|and|passport|cover","O|B|I|O|B|I"
"Find me a sleeping pad and a camping pillow",2,"find|me|sleeping|pad|and|camping|pillow","O|O|B|I|O|B|I"
"I want to order a cookie platter and a cupcake box",2,"want|to|order|cookie|platter|and|cupcake|box","O|O|O|B|I|O|B|I"
"Show me a clipboard and a notepad",2,"show|me|clipboard|and|notepad","O|O|B|O|B"
"I am looking for a desk organizer and a pen holder",2,"am|looking|for|desk|organizer|and|pen|holder","O|O|O|B|I|O|B|I"
"Do you sell calcium supplements and magnesium",2,"do|you|sell|calcium|supplements|and|magnesium","O|O|O|B|I|O|B"
"I need a car polisher and wax",2,"need|car|polisher|and|wax","O|B|I|O|B"
"Show me facial scrub and toner",2,"show|me|facial|scrub|and|toner","O|O|B|I|O|B"
"I want a remote control car and batteries",2,"want|remote|control|car|and|batteries","O|B|I|I|O|B"
"Looking for a cat tree and a scratching post",2,"looking|for|cat|tree|and|scratching|post","O|O|B|I|O|B|I"
"Can you ensure you have stock of galaxy tab and s pen",2,"can|you|ensure|you|have|stock|of|galaxy|tab|and|pen","O|O|O|O|O|O|O|B|I|O|B"
"I need a thunderbolt cable and a docking station",2,"need|thunderbolt|cable|and|docking|station","O|B|I|O|B|I"
"Show me a poncho and rain pants",2,"show|me|poncho|and|rain|pants","O|O|B|O|B|I"
"I want to buy a surfboard and wax",2,"want|to|buy|surfboard|and|wax","O|O|O|B|O|B"
"Do you have a nose trimmer and ear trimmer",2,"do|you|have|nose|trimmer|and|ear|trimmer","O|O|O|B|I|O|B|I"
"Looking for a weighted blanket and silk pillowcase",2,"looking|for|weighted|blanket|and|silk|pillowcase","O|O|B|I|O|B|I"
"Show me a ceiling fan and a light fixture",2,"show|me|ceiling|fan|and|light|fixture","O|O|B|I|O|B|I"
"I need a pressure washer and a hose reel",2,"need|pressure|washer|and|hose|reel","O|B|I|O|B|I"
"Can you find me a cpu cooler and thermal paste",2,"can|you|find|me|cpu|cooler|and|thermal|paste","O|O|O|O|B|I|O|B|I"
"I want a curling wand and heat gloves",2,"want|curling|wand|and|heat|gloves","O|B|I|O|B|I"
"Show me eyeliner and lip gloss",2,"show|me|eyeliner|and|lip|gloss","O|O|B|O|B|I"
"I am looking for a cummerbund and cufflinks",2,"am|looking|for|cummerbund|and|cufflinks","O|O|O|B|O|B"
"Do you have squash rackets and balls",2,"do|you|have|squash|rackets|and|balls","O|O|O|B|I|O|B"
"I need a harmonica and a case",2,"need|harmonica|and|case","O|B|O|B"
"Show me a pruning shears and a lopper",2,"show|me|pruning|shears|and|lopper","O|O|B|I|O|B"
"I want to buy a label maker and tape",2,"want|to|buy|label|maker|and|tape","O|O|O|B|I|O|B"
"Looking for a nas drive and ethernet switch",2,"looking|for|nas|drive|and|ethernet|switch","O|O|B|I|O|B|I"
"Show me a bassinet and a mobile",2,"show|me|bassinet|and|mobile","O|O|B|O|B"
"I need a brooch and a hair pin",2,"need|brooch|and|hair|pin","O|B|O|B|I"
"Can you show me a snorkel and mask",2,"can|you|show|me|snorkel|and|mask","O|O|O|O|B|O|B"
"I want a gopro camera and a chest mount",2,"want|gopro|camera|and|chest|mount","O|B|I|O|B|I"
"Do you have a record player and vinyl records",2,"do|you|have|record|player|and|vinyl|records","O|O|O|B|I|O|B|I"
"I need a wood chisel and a mallet",2,"need|wood|chisel|and|mallet","O|B|I|O|B"
"Show me a socket set and a ratchet",2,"show|me|socket|set|and|ratchet","O|O|B|I|O|B"
"I am looking for a slow cooker and a soup ladle",2,"am|looking|for|slow|cooker|and|soup|ladle","O|O|O|B|I|O|B|I"
"Can you find a cello and a bow",2,"can|you|find|cello|and|bow","O|O|O|B|O|B"
"I want to purchase a spotting scope and a tripod",2,"want|to|purchase|spotting|scope|and|tripod","O|O|O|B|I|O|B"
"Looking for a hydration pack and water bottle",2,"looking|for|hydration|pack|and|water|bottle","O|O|B|I|O|B|I"
"Show me a flood light and a motion sensor",2,"show|me|flood|light|and|motion|sensor","O|O|B|I|O|B|I"
"I need a gaming headset and a mouse pad",2,"need|gaming|headset|and|mouse|pad","O|B|I|O|B|I"
"Where can I find a watering can and plant food",2,"where|can|find|watering|can|and|plant|food","O|O|O|B|I|O|B|I"
"Do you have a rabbit hutch and hay",2,"do|you|have|rabbit|hutch|and|hay","O|O|O|B|I|O|B"
"I am interested in buying a mechanical pencil and lead",2,"am|interested|in|buying|mechanical|pencil|and|lead","O|O|O|O|B|I|O|B"
"Show me a camera flash and a diffuser",2,"show|me|camera|flash|and|diffuser","O|O|B|I|O|B"
"I need a meditation cushion and incense sticks",2,"need|meditation|cushion|and|incense|sticks","O|B|I|O|B|I"
"Can you recommend a spin bike and dumbbells",2,"can|you|recommend|spin|bike|and|dumbbells","O|O|O|B|I|O|B"
"I want a bread maker and a slicing knife",2,"want|bread|maker|and|slicing|knife","O|B|I|O|B|I"
"Looking for hair wax and pomade",2,"looking|for|hair|wax|and|pomade","O|O|B|I|O|B"
"Show me shaving cream and a razor",2,"show|me|shaving|cream|and|razor","O|O|B|I|O|B"
"Do you have a potty training seat and step stool",2,"do|you|have|potty|training|seat|and|step|stool","O|O|O|B|I|I|O|B|I"
"I need a travel adapter and a converter",2,"need|travel|adapter|and|converter","O|B|I|O|B"
"Find me a camping cooler and ice packs",2,"find|me|camping|cooler|and|ice|packs","O|O|B|I|O|B|I"
"I want to order a cheese board and knife set",2,"want|to|order|cheese|board|and|knife|set","O|O|O|B|I|O|B|I"
"Show me a corkboard and push pins",2,"show|me|corkboard|and|push|pins","O|O|B|O|B|I"
"I am looking for a letter tray and paper clips",2,"am|looking|for|letter|tray|and|paper|clips","O|O|O|B|I|O|B|I"
"Do you sell zinc supplements and vitamin c",2,"do|you|sell|zinc|supplements|and|vitamin","O|O|O|B|I|O|B"
"I need a tire inflator and a pressure gauge",2,"need|tire|inflator|and|pressure|gauge","O|B|I|O|B|I"
"Show me face mask and eye cream",2,"show|me|face|mask|and|eye|cream","O|O|B|I|O|B|I"
"I want a kite and a string winder",2,"want|kite|and|string|winder","O|B|O|B|I"
"Looking for a bird cage and a swing",2,"looking|for|bird|cage|and|swing","O|O|B|I|O|B"
"Can you ensure you have stock of imac and magic trackpad",2,"can|you|ensure|you|have|stock|of|imac|and|magic|trackpad","O|O|O|O|O|O|O|B|O|B|I"
"I need a usb hub and an extension cord",2,"need|usb|hub|and|an|extension|cord","O|B|I|O|O|B|I"
"Show me a windbreaker and hiking pants",2,"show|me|windbreaker|and|hiking|pants","O|O|B|O|B|I"
"I want to buy a snowboard and bindings",2,"want|to|buy|snowboard|and|bindings","O|O|O|B|O|B"
"Do you have a hair removal cream and wax strips",2,"do|you|have|hair|removal|cream|and|wax|strips","O|O|O|B|I|I|O|B|I"
"Looking for a throw blanket and cushion covers",2,"looking|for|throw|blanket|and|cushion|covers","O|O|B|I|O|B|I"
"Show me a chandelier and pendant lights",2,"show|me|chandelier|and|pendant|lights","O|O|B|O|B|I"
"I need a leaf sweeper and a garden cart",2,"need|leaf|sweeper|and|garden|cart","O|B|I|O|B|I"
"Can you find me a power supply unit and a case fan",2,"can|you|find|me|power|supply|unit|and|case|fan","O|O|O|O|B|I|I|O|B|I"
"I want a hair crimper and styling mousse",2,"want|hair|crimper|and|styling|mousse","O|B|I|O|B|I"
"Show me lip liner and lip balm",2,"show|me|lip|liner|and|lip|balm","O|O|B|I|O|B|I"
"I am looking for a pocket square and tie clip",2,"am|looking|for|pocket|square|and|tie|clip","O|O|O|B|I|O|B|I"
"Do you have table tennis bats and a net",2,"do|you|have|table|tennis|bats|and|net","O|O|O|B|I|I|O|B"
"I need a recorder and a music book",2,"need|recorder|and|music|book","O|B|O|B|I"
"Show me a hoe and a cultivator",2,"show|me|hoe|and|cultivator","O|O|B|O|B"
"I want to buy a paper shredder and oil sheets",2,"want|to|buy|paper|shredder|and|oil|sheets","O|O|O|B|I|O|B|I"
"Looking for a router and a modem",2,"looking|for|router|and|modem","O|O|B|O|B"
"Show me a rocking horse and a play mat",2,"show|me|rocking|horse|and|play|mat","O|O|B|I|O|B|I"
"I need a tiara and a sash",2,"need|tiara|and|sash","O|B|O|B"
"Can you show me a rash guard and board shorts",2,"can|you|show|me|rash|guard|and|board|shorts","O|O|O|O|B|I|O|B|I"
"I want a dash camera and a rear view camera",2,"want|dash|camera|and|rear|view|camera","O|B|I|O|B|I|I"
"Do you have a turntable and a phono preamp",2,"do|you|have|turntable|and|phono|preamp","O|O|O|B|O|B|I"
"I need a hacksaw and spare blades",2,"need|hacksaw|and|spare|blades","O|B|O|B|I"
"Show me an allen key set and a torque wrench",2,"show|me|an|allen|key|set|and|torque|wrench","O|O|O|B|I|I|O|B|I"
"I am looking for an electric grill and a griddle",2,"am|looking|for|an|electric|grill|and|griddle","O|O|O|O|B|I|O|B"
"Can you find a double bass and a stand",2,"can|you|find|double|bass|and|stand","O|O|O|B|I|O|B"
"I want to purchase a monocular and a carrying case",2,"want|to|purchase|monocular|and|carrying|case","O|O|O|B|O|B|I"
"Looking for a hiking backpack and a rain cover",2,"looking|for|hiking|backpack|and|rain|cover","O|O|B|I|O|B|I"
"Show me a spotlight and a floodlight",2,"show|me|spotlight|and|floodlight","O|O|B|O|B"
"I need a console controller and a charging station",2,"need|console|controller|and|charging|station","O|B|I|O|B|I"
"Where can I find a garden shed and shelving",2,"where|can|find|garden|shed|and|shelving","O|O|O|B|I|O|B"
"Do you have a guinea pig cage and water bottle",2,"do|you|have|guinea|pig|cage|and|water|bottle","O|O|O|B|I|I|O|B|I"
"I am interested in buying a rollerball pen and refills",2,"am|interested|in|buying|rollerball|pen|and|refills","O|O|O|O|B|I|O|B"
"Show me a lens hood and a filter kit",2,"show|me|lens|hood|and|filter|kit","O|O|B|I|O|B|I"
"I need a yoga wheel and a bolster",2,"need|yoga|wheel|and|bolster","O|B|I|O|B"
"Can you recommend an elliptical trainer and a floor mat",2,"can|you|recommend|an|elliptical|trainer|and|floor|mat","O|O|O|O|B|I|O|B|I"
"I want a popcorn maker and kernels",2,"want|popcorn|maker|and|kernels","O|B|I|O|B"
"Looking for hair serum and heat protection spray",2,"looking|for|hair|serum|and|heat|protection|spray","O|O|B|I|O|B|I|I"
"Show me beard oil and a boar bristle brush",2,"show|me|beard|oil|and|boar|bristle|brush","O|O|B|I|O|B|I|I"
"Do you have a baby bouncer and a swing",2,"do|you|have|baby|bouncer|and|swing","O|O|O|B|I|O|B"
"I need a money belt and a neck wallet",2,"need|money|belt|and|neck|wallet","O|B|I|O|B|I"
"Find me a camping hammock and straps",2,"find|me|camping|hammock|and|straps","O|O|B|I|O|B"
"I want to order a sushi making kit and rice",2,"want|to|order|sushi|making|kit|and|rice","O|O|O|B|I|I|O|B"
"Show me a correction tape and white out",2,"show|me|correction|tape|and|white|out","O|O|B|I|O|B|I"
"I am looking for a calendar and a planner",2,"am|looking|for|calendar|and|planner","O|O|O|B|O|B"
"Do you sell iron supplements and folic acid",2,"do|you|sell|iron|supplements|and|folic|acid","O|O|O|B|I|O|B|I"
"I need a car vacuum cleaner and upholstery cleaner",2,"need|car|vacuum|cleaner|and|upholstery|cleaner","O|B|I|I|O|B|I"
"Show me night cream and eye serum",2,"show|me|night|cream|and|eye|serum","O|O|B|I|O|B|I"
"I want a toy car and a race track",2,"want|toy|car|and|race|track","O|B|I|O|B|I"
"Looking for a reptile terrarium and heat lamp",2,"looking|for|reptile|terrarium|and|heat|lamp","O|O|B|I|O|B|I"
"Can you ensure you have stock of mac mini and magic keyboard",2,"can|you|ensure|you|have|stock|of|mac|mini|and|magic|keyboard","O|O|O|O|O|O|O|B|I|O|B|I"
"I need a usb c hub and an adapter",2,"need|usb|hub|and|an|adapter","O|B|I|O|O|B"
"Show me a parka and snow boots",2,"show|me|parka|and|snow|boots","O|O|B|O|B|I"
"I want to buy a wakeboard and a life vest",2,"want|to|buy|wakeboard|and|life|vest","O|O|O|B|O|B|I"
"Do you have a tweezers and nail clippers",2,"do|you|have|tweezers|and|nail|clippers","O|O|O|B|O|B|I"
"Looking for a bed skirt and decorative pillows",2,"looking|for|bed|skirt|and|decorative|pillows","O|O|B|I|O|B|I"
"Show me a wall clock and an alarm clock",2,"show|me|wall|clock|and|an|alarm|clock","O|O|B|I|O|O|B|I"
"I need a snow shovel and ice melt",2,"need|snow|shovel|and|ice|melt","O|B|I|O|B|I"
"Can you find me a graphics tablet and a stylus",2,"can|you|find|me|graphics|tablet|and|stylus","O|O|O|O|B|I|O|B"
"I want a hair dryer brush and volumizer",2,"want|hair|dryer|brush|and|volumizer","O|B|I|I|O|B"
"Show me concealer and setting powder",2,"show|me|concealer|and|setting|powder","O|O|B|O|B|I"
"I am looking for a blazer and suit trousers",2,"am|looking|for|blazer|and|suit|trousers","O|O|O|B|O|B|I"
"Do you have golf clubs and golf balls",2,"do|you|have|golf|clubs|and|golf|balls","O|O|O|B|I|O|B|I"
"I need a cajon and a gig bag",2,"need|cajon|and|gig|bag","O|B|O|B|I"
"Show me a spade and a fork",2,"show|me|spade|and|fork","O|O|B|O|B"
"I want to buy a photo printer and glossy paper",2,"want|to|buy|photo|printer|and|glossy|paper","O|O|O|B|I|O|B|I"
"Looking for a mesh router and a range extender",2,"looking|for|mesh|router|and|range|extender","O|O|B|I|O|B|I"
"Show me a baby bath tub and bath toys",2,"show|me|baby|bath|tub|and|bath|toys","O|O|B|I|I|O|B|I"
"I need a wrist watch and a strap",2,"need|wrist|watch|and|strap","O|B|I|O|B"
"Can you show me a diving mask and snorkel set",2,"can|you|show|me|diving|mask|and|snorkel|set","O|O|O|O|B|I|O|B|I"
"Got any wireless headphones?",2,"got|any|wireless|headphones","O|O|B|I"
"I need a loaf of bread milk and a dozen eggs",2,"need|loaf|of|bread|milk|and|dozen|eggs","O|B|I|I|B|O|B|I"
"Where's the aisle for laundry detergent",2,"where|the|aisle|for|laundry|detergent","O|O|O|O|B|I"
"I'm trying to find a specific book called atomic habits",2,"trying|to|find|specific|book|called|atomic|habits","O|O|O|O|O|O|B|I"
"Do you sell sim cards here",2,"do|you|sell|sim|cards|here","O|O|O|B|I|O"
"Price for the sony bravia tv please",2,"price|for|the|sony|bravia|tv|please","O|O|O|B|I|I|O"
"I'm looking for a good red wine",2,"looking|for|good|red|wine","O|O|O|B|I"
"Do you have aspirin",2,"do|you|have|aspirin","O|O|O|B"
"I need a case for my ipad air",2,"need|case|for|my|ipad|air","O|B|O|O|B|I"
"Can you tell me where the pasta sauce is",2,"can|you|tell|me|where|the|pasta|sauce|is","O|O|O|O|O|O|B|I|O"
"I want to purchase a laptop",2,"want|to|purchase|laptop","O|O|O|B"
"Do you have any umbrellas left",2,"do|you|have|any|umbrellas|left","O|O|O|O|B|O"
"Looking for acne cream",2,"looking|for|acne|cream","O|O|B|I"
"I need a box of chocolates for valentine's day",2,"need|box|of|chocolates|for|valentine|day","O|B|I|I|O|O|O"
"Show me the cheapest microwave you have",2,"show|me|the|cheapest|microwave|you|have","O|O|O|O|B|O|O"
"Do you guys sell extension cords",2,"do|you|guys|sell|extension|cords","O|O|O|O|B|I"
"I need a screwdriver hammer and some nails",2,"need|screwdriver|hammer|and|some|nails","O|B|B|O|O|B"
"Where can I find a measuring tape",2,"where|can|find|measuring|tape","O|O|O|B|I"
"I'm looking for gluten free pasta",2,"looking|for|gluten|free|pasta","O|O|B|I|I"
"Do you available stock of playstation 5",2,"do|you|available|stock|of|playstation","O|O|O|O|O|B"
"I need a replacement bulb for my lamp",2,"need|replacement|bulb|for|my|lamp","O|B|I|O|O|B"
"Can I buy a gift voucher",2,"can|buy|gift|voucher","O|O|B|I"
"Show me running shoes size 10",2,"show|me|running|shoes|size","O|O|B|I|O"
"Do you have fresh strawberries",2,"do|you|have|fresh|strawberries","O|O|O|B|I"
"I'm looking for a birthday cake",2,"looking|for|birthday|cake","O|O|B|I"
"I need a pair of jeans",2,"need|pair|of|jeans","O|O|O|B"
"Where are the bathroom scales",2,"where|are|the|bathroom|scales","O|O|O|B|I"
"Do you sell iphone chargers",2,"do|you|sell|iphone|chargers","O|O|O|B|I"
"I want to look at smartwatches",2,"want|to|look|at|smartwatches","O|O|O|O|B"
"I need some printing paper",2,"need|some|printing|paper","O|O|B|I"
"Do you have any board games for kids",2,"do|you|have|any|board|games|for|kids","O|O|O|O|B|I|O|O"
"Looking for camping gear like a tent or sleeping bag",2,"looking|for|camping|gear|like|tent|or|sleeping|bag","O|O|B|I|O|B|O|B|I"
"I need a new battery for my watch",2,"need|new|battery|for|my|watch","O|B|I|O|O|B"
"Show me sun glasses",2,"show|me|sun|glasses","O|O|B|I"
"Where can I find olive oil",2,"where|can|find|olive|oil","O|O|O|B|I"
"I need a mouse pad",2,"need|mouse|pad","O|B|I"
"Do you have any noise cancelling headphones in stock",2,"do|you|have|any|noise|cancelling|headphones|in|stock","O|O|O|O|B|I|I|O|O"
"I'm looking for a winter coat for my daughter",2,"looking|for|winter|coat|for|my|daughter","O|O|B|I|O|O|O"
"I need vitamin c supplements",2,"need|vitamin|supplements","O|B|I"
"Do you sell yoga mats",2,"do|you|sell|yoga|mats","O|O|O|B|I"
"Where are the cleaning supplies",2,"where|are|the|cleaning|supplies","O|O|O|B|I"
"I need a notebook and some pens",2,"need|notebook|and|some|pens","O|B|O|O|B"
"Show me electric toothbrushes",2,"show|me|electric|toothbrushes","O|O|B|I"
"Do you have any deals on laptops",2,"do|you|have|any|deals|on|laptops","O|O|O|O|O|O|B"
"I need a water filter pitcher",2,"need|water|filter|pitcher","O|B|I|I"
"I'm looking for a backpack",2,"looking|for|backpack","O|O|B"
"Do you sell potting soil",2,"do|you|sell|potting|soil","O|O|O|B|I"
"I need cat litter",2,"need|cat|litter","O|B|I"
"Show me 4k tvs",2,"show|me|tvs","O|O|B"
"Do you have air fryers",2,"do|you|have|air|fryers","O|O|O|B|I"
"Can you show me a diving mask and snorkel set",2,"can|you|show|me|diving|mask|and|snorkel|set","O|O|O|O|B|I|O|B|I"
"I need a HDMI cable",2,"need|hdmi|cable","O|B|I"
"Any deals on samsung phones right now",2,"any|deals|on|samsung|phones|right|now","O|O|O|B|I|O|O"
"I'm looking for a coffee machine",2,"looking|for|coffee|machine","O|O|B|I"
"Do you have vegan protein powder",2,"do|you|have|vegan|protein|powder","O|O|O|B|I|I"
"Where can I find dog treats",2,"where|can|find|dog|treats","O|O|O|B|I"
"I need a screen protector for my phone",2,"need|screen|protector|for|my|phone","O|B|I|O|O|B"
"Show me raincoats",2,"show|me|raincoats","O|O|B"
"Do you sell scented candles",2,"do|you|sell|scented|candles","O|O|O|B|I"
"I'm looking for a sturdy phone case",2,"looking|for|sturdy|phone|case","O|O|O|B|I"
"I need printer ink hp 65",2,"need|printer|ink|hp","O|B|I|I"
"Where are the baby diapers",2,"where|are|the|baby|diapers","O|O|O|B|I"
"Do you have any wireless keyboards",2,"do|you|have|any|wireless|keyboards","O|O|O|O|B|I"
"I need a padlock",2,"need|padlock","O|B"
"Show me hiking boots",2,"show|me|hiking|boots","O|O|B|I"
"Do you have cocoa powder",2,"do|you|have|cocoa|powder","O|O|O|B|I"
"I'm looking for a scarf",2,"looking|for|scarf","O|O|B"
"I need AA batteries",2,"need|aa|batteries","O|B|I"
"Where can I find a calculator",2,"where|can|find|calculator","O|O|O|B"
"Do you sell basketballs",2,"do|you|sell|basketballs","O|O|O|B"
"I need a hair dryer",2,"need|hair|dryer","O|B|I"
"Show me mens wallets",2,"show|me|mens|wallets","O|O|B|I"
"Do you have any gluten free bread",2,"do|you|have|any|gluten|free|bread","O|O|O|O|B|I|I"
"I'm looking for a plant pot",2,"looking|for|plant|pot","O|O|B|I"
"I need dish soap",2,"need|dish|soap","O|B|I"
"Where is the stationary aisle",2,"where|is|the|stationary|aisle","O|O|O|B|O"
"Do you have bluetooth speakers",2,"do|you|have|bluetooth|speakers","O|O|O|B|I"
"I need a first aid kit",2,"need|first|aid|kit","O|B|I|I"
"Show me perfumes",2,"show|me|perfumes","O|O|B"
"Do you sell dumbbells",2,"do|you|sell|dumbbells","O|O|O|B"
"I'm looking for a desk lamp",2,"looking|for|desk|lamp","O|O|B|I"
"I need paper towels",2,"need|paper|towels","O|B|I"
"Where can I find honey",2,"where|can|find|honey","O|O|O|B"
"Do you have a sewing kit",2,"do|you|have|sewing|kit","O|O|O|B|I"
"I need a usb drive",2,"need|usb|drive","O|B|I"
"Show me yoga pants",2,"show|me|yoga|pants","O|O|B|I"
"Do you sell paint brushes",2,"do|you|sell|paint|brushes","O|O|O|B|I"
"I'm looking for a picture frame",2,"looking|for|picture|frame","O|O|B|I"
"I need shampoo and conditioner",2,"need|shampoo|and|conditioner","O|B|O|B"
"Where are the energy drinks",2,"where|are|the|energy|drinks","O|O|O|B|I"
"Do you have any gaming mice",2,"do|you|have|any|gaming|mice","O|O|O|O|B|I"
"I need a flashlight",2,"need|flashlight","O|B"
"Show me blenders",2,"show|me|blenders","O|O|B"
"Do you sell garden hoses",2,"do|you|sell|garden|hoses","O|O|O|B|I"
"I'm looking for a tea kettle",2,"looking|for|tea|kettle","O|O|B|I"
"I need a can opener",2,"need|can|opener","O|B|I"
"Where can I find almond milk",2,"where|can|find|almond|milk","O|O|O|B|I"
"Do you have any sketchbooks",2,"do|you|have|any|sketchbooks","O|O|O|O|B"
"I need a pillow",2,"need|pillow","O|B"
"Show me wristwatches",2,"show|me|wristwatches","O|O|B"
"Do you sell car chargers",2,"do|you|sell|car|chargers","O|O|O|B|I"
"I'm looking for a laundry basket",2,"looking|for|laundry|basket","O|O|B|I"
"I need a ethernet cable",2,"need|ethernet|cable","O|B|I"
"Where are the surge protectors",2,"where|are|the|surge|protectors","O|O|O|B|I"
"Do you have any face masks",2,"do|you|have|any|face|masks","O|O|O|O|B|I"
"I need a stapler",2,"need|stapler","O|B"
"Show me smart bulbs",2,"show|me|smart|bulbs","O|O|B|I"
"Do you sell bicycle pumps",2,"do|you|sell|bicycle|pumps","O|O|O|B|I"
"I'm looking for a tool set",2,"looking|for|tool|set","O|O|B|I"
"I need shaving cream",2,"need|shaving|cream","O|B|I"
"Where can I find instant coffee",2,"where|can|find|instant|coffee","O|O|O|B|I"
"Do you have a thermal flask",2,"do|you|have|thermal|flask","O|O|O|B|I"
"I need a yoga block",2,"need|yoga|block","O|B|I"
"Show me bath towels",2,"show|me|bath|towels","O|O|B|I"
"Do you sell suitcases",2,"do|you|sell|suitcases","O|O|O|B"
"I'm looking for a digital camera",2,"looking|for|digital|camera","O|O|B|I"
"I need a memory card 64gb",2,"need|memory|card|gb","O|B|I|I"
"Where are the hair accessories",2,"where|are|the|hair|accessories","O|O|O|B|I"
"Do you have any fitness trackers",2,"do|you|have|any|fitness|trackers","O|O|O|O|B|I"
"I need a screwdriver set",2,"need|screwdriver|set","O|B|I"
"Show me wireless earbuds",2,"show|me|wireless|earbuds","O|O|B|I"
"Do you sell protein bars",2,"do|you|sell|protein|bars","O|O|O|B|I"
"I'm looking for a humidifier",2,"looking|for|humidifier","O|O|B"
"I need a shower curtain",2,"need|shower|curtain","O|B|I"
"Where can I find peanut butter",2,"where|can|find|peanut|butter","O|O|O|B|I"
"Do you have a wireless mouse",2,"do|you|have|wireless|mouse","O|O|O|B|I"
"I need a laptop stand",2,"need|laptop|stand","O|B|I"
"Show me gaming headsets",2,"show|me|gaming|headsets","O|O|B|I"
"Do you sell reusable water bottles",2,"do|you|sell|reusable|water|bottles","O|O|O|B|I|I"
"I'm looking for a rug for my living room",2,"looking|for|rug|for|my|living|room","O|O|B|O|O|O|O"
"I need a screwdriver",2,"need|screwdriver","O|B"
"Where are the light bulbs",2,"where|are|the|light|bulbs","O|O|O|B|I"
"Do you have any sun block",2,"do|you|have|any|sun|block","O|O|O|O|B|I"
"I need a micro usb cable",2,"need|micro|usb|cable","O|B|I|I"
"Show me electric shavers",2,"show|me|electric|shavers","O|O|B|I"
"Do you sell camping chairs",2,"do|you|sell|camping|chairs","O|O|O|B|I"
"I'm looking for a blender",2,"looking|for|blender","O|O|B"
"I need a food scale",2,"need|food|scale","O|B|I"
"Where can I find quinoa",2,"where|can|find|quinoa","O|O|O|B"
"Do you have a gym bag",2,"do|you|have|gym|bag","O|O|O|B|I"
"I need a power bank",2,"need|power|bank","O|B|I"
"Show me tablets",2,"show|me|tablets","O|O|B"
"Do you sell cat food",2,"do|you|sell|cat|food","O|O|O|B|I"
"I'm looking for a wall clock",2,"looking|for|wall|clock","O|O|B|I"
"I need a desk organizer",2,"need|desk|organizer","O|B|I"
"Where are the vitamins",2,"where|are|the|vitamins","O|O|O|B"
"Do you have any chocolate chips",2,"do|you|have|any|chocolate|chips","O|O|O|O|B|I"
"I need a baking sheet",2,"need|baking|sheet","O|B|I"
"Show me monitors",2,"show|me|monitors","O|O|B"
"Do you sell ethernet cables",2,"do|you|sell|ethernet|cables","O|O|O|B|I"
"I'm looking for a hair brush",2,"looking|for|hair|brush","O|O|B|I"
"I need toothpaste and a toothbrush",2,"need|toothpaste|and|toothbrush","O|B|O|B"
