"sentence","label","tokens","bio_tags"
"As it is still the early days of spring, it would be a similar replacement, a thick coat that always keeps me warm. One that slickly incorporates a hood would be nice but is by no means 100% necessary. ",2,"as|it|is|still|the|early|days|of|spring|it|would|be|similar|replacement|thick|coat|that|always|keeps|me|warm|one|that|slickly|incorporates|hood|would|be|nice|but|is|by|no|means|necessary","O|O|O|O|O|O|O|O|O|O|O|O|O|O|B|O|O|O|O|O|B|O|O|O|O|B|O|O|O|O|O|O|O|O"
"I really like the look of leather jackets but usually cannot afford real leather. I don't really mind buying a fake leather jacket as it looks and feels pretty much the same.",2,"really|like|the|look|of|leather|jackets|but|usually|cannot|afford|real|leather|don|really|mind|buying|fake|leather|jacket|as|it|looks|and|feels|pretty|much|the|same","O|O|O|O|O|B|O|O|O|O|O|B|I|O|O|O|O|B|I|O|O|O|O|O|O|O|O|O|O"
"I would want a laptop that is fast and has a reputation of being stable and reliable. A fast start up time is also a must. ",2,"would|want|laptop|that|is|fast|and|has|reputation|of|being|stable|and|reliable|fast|start|up|time|is|also|must","O|O|O|O|O|B|O|O|O|O|O|B|O|B|B|I|I|I|O|O|O"
"Comfortable
Warm
Colour would matter
Correct size
Jacket with a zip and pockets ",2,"comfortable|warm|colour|would|matter|correct|size|jacket|with|zip|and|pockets","B|B|O|O|O|O|O|O|O|B|O|B"
"I would like to get a new Microsoft Laptop that has all the latest features",2,"would|like|to|get|new|microsoft|laptop|that|has|all|the|latest|features","O|O|O|O|O|B|O|O|O|O|O|O|O"
"A thin fast laptop that can play games, but is also light enough to be able to carry around when I need it.",2,"thin|fast|laptop|that|can|play|games|but|is|also|light|enough|to|be|able|to|carry|around|when|need|it","B|B|O|O|O|O|O|O|O|O|B|O|O|O|O|O|B|O|O|O|O"
"I would shop around to find a replacement that is comfortable, long in length and a reasonable price.",2,"would|shop|around|to|find|replacement|that|is|comfortable|long|in|length|and|reasonable|price","O|O|O|O|O|O|O|O|B|B|I|I|O|O|O"
"I would want a jacket that has a similar look and style.  It would be black with some nice zipper details.  It would be somewhat thin so that I can layer a hoodie underneath when it gets cold while still being thin enough for use at night during the Spring and Summer months.  It would have a very modern fit that isn't super tight, but also not baggy.  It would make me look good and fun, without being too oddball or out there aesthetically.  The brand really doesn't matter.",2,"would|want|jacket|that|has|similar|look|and|style|it|would|be|black|with|some|nice|zipper|details|it|would|be|somewhat|thin|so|that|can|layer|hoodie|underneath|when|it|gets|cold|while|still|being|thin|enough|for|use|at|night|during|the|spring|and|summer|months|it|would|have|very|modern|fit|that|isn|super|tight|but|also|not|baggy|it|would|make|me|look|good|and|fun|without|being|too|oddball|or|out|there|aesthetically|the|brand|really|doesn|matter","O|O|O|O|O|O|O|O|O|O|O|O|B|O|O|O|B|O|O|O|O|O|B|O|O|O|O|O|O|O|O|O|O|O|O|B|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O"
"I’d like my new jacket to be a wax, country jacket.  Probably dark green or dark brown, a fitted style with both zips and poppers.  I would like to be hip length, to be waterproof, smart but not ridiculously expensive! ",2,"like|my|new|jacket|to|be|wax|country|jacket|probably|dark|green|or|dark|brown|fitted|style|with|both|zips|and|poppers|would|like|to|be|hip|length|to|be|waterproof|smart|but|not|ridiculously|expensive","O|O|O|O|O|O|B|I|O|O|B|I|O|B|I|B|I|O|O|B|O|B|O|O|O|O|B|I|O|O|B|B|O|O|O|O"
"I would get a long leather jacket which could be either black or beige. It would have a good belt and would be lined to keep me warm.",2,"would|get|long|leather|jacket|which|could|be|either|black|or|beige|it|would|have|good|belt|and|would|be|lined|to|keep|me|warm","O|O|B|B|O|O|O|O|O|B|O|B|O|O|O|O|B|O|O|O|B|O|O|O|B"
"I would want a new laptop that has enough RAM to process large files as I would be using it to work on my digital art. I'd also like it to be able to run games smoothly so memory and graphics are important. I'm not really bothered about brand, though I prefer to use PCs. ",2,"would|want|new|laptop|that|has|enough|ram|to|process|large|files|as|would|be|using|it|to|work|on|my|digital|art|also|like|it|to|be|able|to|run|games|smoothly|so|memory|and|graphics|are|important|not|really|bothered|about|brand|though|prefer|to|use|pcs","O|O|O|O|O|O|O|B|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B|O|B|O|O|O|O|O|O|O|O|O|O|O|O"
"I would choose a MacBook because they have good battery life and processing capability. ",2,"would|choose|macbook|because|they|have|good|battery|life|and|processing|capability","O|O|B|O|O|O|O|B|I|O|B|I"
"I would choose a more reliable high spec laptop with a good warranty ",2,"would|choose|more|reliable|high|spec|laptop|with|good|warranty","O|O|O|B|O|O|O|O|O|B"
"I would want a warm, puffy, down-filled jacket - something that would be able to withstand the north wind where my folks live.  Something in a dark grey or dark navy colour; slightly more interesting than black but still professional.  My biggest pet peeve is jackets that make loud noises when one moves their arms around; I would also be looking for a ""quiet"" jacket.",2,"would|want|warm|puffy|down|filled|jacket|something|that|would|be|able|to|withstand|the|north|wind|where|my|folks|live|something|in|dark|grey|or|dark|navy|colour|slightly|more|interesting|than|black|but|still|professional|my|biggest|pet|peeve|is|jackets|that|make|loud|noises|when|one|moves|their|arms|around|would|also|be|looking|for|quiet|jacket","O|O|B|B|B|I|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B|I|O|B|I|O|O|O|O|O|B|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B|O"
"Soft black leather with a red lining 
Zips on end of the sleeves so they can be made tight and a stand up collar with a Buckle ",2,"soft|black|leather|with|red|lining|zips|on|end|of|the|sleeves|so|they|can|be|made|tight|and|stand|up|collar|with|buckle","B|B|B|O|B|I|B|O|O|O|O|B|O|O|O|O|O|O|O|B|I|I|O|O|B"
"I would go for a apple laptop as apple is the brand i tend to stay with",2,"would|go|for|apple|laptop|as|apple|is|the|brand|tend|to|stay|with","O|O|O|B|O|O|B|O|O|O|O|O|O|O"
"The laptop I would choose would be a silver apple Macbook. It would be thin and easy to carry around.",2,"the|laptop|would|choose|would|be|silver|apple|macbook|it|would|be|thin|and|easy|to|carry|around","O|O|O|O|O|O|B|B|B|O|O|O|B|O|O|O|B|I"
"The upgrade to the one I had as it was quite old I’ve had it since university so probably needed a new one anyway ",2,"the|upgrade|to|the|one|had|as|it|was|quite|old|ve|had|it|since|university|so|probably|needed|new|one|anyway","O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O"
"I'm buying a new Macbook Air with an extended warranty and an extra plug.",2,"buying|new|macbook|air|with|an|extended|warranty|and|an|extra|plug","O|O|B|I|O|O|B|I|O|O|O|O"
"I will be buying a warm jacket. It will need a hood and plenty of pockets. It will a dark colour, maybe blue or black with a full length zip.",2,"will|be|buying|warm|jacket|it|will|need|hood|and|plenty|of|pockets|it|will|dark|colour|maybe|blue|or|black|with|full|length|zip","O|O|O|B|O|O|O|O|B|O|O|O|B|O|O|O|O|O|B|O|B|O|B|I|I"
"As I don't do anything high end on my laptop, I'm looking for a fairly cheap replacement that will do the basics, which is all that I need really.",2,"as|don|do|anything|high|end|on|my|laptop|looking|for|fairly|cheap|replacement|that|will|do|the|basics|which|is|all|that|need|really","O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O"
"My jacket would need to be easy to clean, probably cotton or similar and have a thin lining.",2,"my|jacket|would|need|to|be|easy|to|clean|probably|cotton|or|similar|and|have|thin|lining","O|O|O|O|O|O|O|O|O|O|B|O|O|O|O|B|I"
"I've always wanted an apple mac so would choose that.",2,"ve|always|wanted|an|apple|mac|so|would|choose|that","O|O|O|O|B|I|O|O|O|O"
"I would get a jacket that had a warm inner lining but was made of faux leather, so it worked for all seasons. Probably in black but maybe in a more exciting colour if the cut was nice and it would match with a lot of clothes",2,"would|get|jacket|that|had|warm|inner|lining|but|was|made|of|faux|leather|so|it|worked|for|all|seasons|probably|in|black|but|maybe|in|more|exciting|colour|if|the|cut|was|nice|and|it|would|match|with|lot|of|clothes","O|O|O|O|O|B|I|I|O|O|O|O|B|I|O|O|O|O|O|O|O|O|B|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O"
"I want a warm jacket that is good for the cold days of winter, probably good to at least -30. I want one that is a little big on me so I can fit a sweater on underneath, but not too big that the wind gets in. I would like it to cover my butt, and to have sleeves long enough that they can sort of cover my hands. A good hood and pockets are important too. And I want a jacket that isn't too warm, one that is good for the cold, but also for around -10.",2,"want|warm|jacket|that|is|good|for|the|cold|days|of|winter|probably|good|to|at|least|want|one|that|is|little|big|on|me|so|can|fit|sweater|on|underneath|but|not|too|big|that|the|wind|gets|in|would|like|it|to|cover|my|butt|and|to|have|sleeves|long|enough|that|they|can|sort|of|cover|my|hands|good|hood|and|pockets|are|important|too|and|want|jacket|that|isn|too|warm|one|that|is|good|for|the|cold|but|also|for|around","O|B|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B|I|O|O|O|O|O|O|O|O|O|O|O|O|O|B|O|B|O|O|O|O|B|O|O|O|O|O|O|O|O|O|O|O|O"
"If I had to choose another laptop to use as a replacement, I would likely choose to buy the same type of laptop that I currently have, that being a macbook. Though I would be open to look at other brands.",2,"if|had|to|choose|another|laptop|to|use|as|replacement|would|likely|choose|to|buy|the|same|type|of|laptop|that|currently|have|that|being|macbook|though|would|be|open|to|look|at|other|brands","O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B|O|O|O|O|O|O|O|O|O"
"As a replacement i am thinking of just getting another pretty standard jacket but the most important things in the new jacket are durability and comfort at a good price. Ideally, i would get something that isn't puffy, so it is less likely to tear and made using high quality fabric, as well as good stitching that won't pull. As far as comfort goes, i really like suede because it is quite tough but is soft to touch. I would also make sure that is is fleece lines to make sure i'm warm. I think that i would probably gett a dark brown or black jacket to fit my personal style. ",2,"as|replacement|am|thinking|of|just|getting|another|pretty|standard|jacket|but|the|most|important|things|in|the|new|jacket|are|durability|and|comfort|at|good|price|ideally|would|get|something|that|isn|puffy|so|it|is|less|likely|to|tear|and|made|using|high|quality|fabric|as|well|as|good|stitching|that|won|pull|as|far|as|comfort|goes|really|like|suede|because|it|is|quite|tough|but|is|soft|to|touch|would|also|make|sure|that|is|is|fleece|lines|to|make|sure|warm|think|that|would|probably|gett|dark|brown|or|black|jacket|to|fit|my|personal|style","O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B|O|B|O|O|O|O|O|O|O|B|B|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B|O|O|O|O|O|O|B|O|B|O|O|O|O|O|O|O|B|I|O|O|O|B|O|O|O|O|B|B|I|O|B|I|I|O|O|O|O|O"
"A thin coat suitable for most seasons but something I could carry about easily. 
Black coat with a hood and splash proof capability that’s medium in length. ",2,"thin|coat|suitable|for|most|seasons|but|something|could|carry|about|easily|black|coat|with|hood|and|splash|proof|capability|that|medium|in|length","B|O|O|O|O|O|O|O|O|B|O|O|B|O|O|B|O|B|I|O|O|B|I|I"
"I would chose one made by Apple.  It would have to be thin, light in weight, fast and have a high spec.  It would have to have a fast processor and large storage capacity.",2,"would|chose|one|made|by|apple|it|would|have|to|be|thin|light|in|weight|fast|and|have|high|spec|it|would|have|to|have|fast|processor|and|large|storage|capacity","O|O|O|O|O|B|O|O|O|O|O|B|B|I|I|B|O|O|O|O|O|O|O|O|O|B|I|O|B|I|I"
"I would like a jacket that had a similar feel of comfort the previous jacket provided. I would probably also try to get a jacket that looked similar to the last one as well.",2,"would|like|jacket|that|had|similar|feel|of|comfort|the|previous|jacket|provided|would|probably|also|try|to|get|jacket|that|looked|similar|to|the|last|one|as|well","O|O|O|O|O|O|O|O|B|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O"
"An overcoat for wearing to work. It should be woolen, dark blue or black and about knee length.",2,"an|overcoat|for|wearing|to|work|it|should|be|woolen|dark|blue|or|black|and|about|knee|length","O|O|O|O|O|O|O|O|O|B|B|I|O|B|O|O|B|I"
"I like the HP Pavilion and I'd want another one so everything's in the same place. and I don't have to learn stuff all over again. ",2,"like|the|hp|pavilion|and|want|another|one|so|everything|in|the|same|place|and|don|have|to|learn|stuff|all|over|again","O|O|B|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O"
"I will choose a laptop that is rated very good to use. one with a high processing power and can run multiple games on. one that is easy to download and run external applications on. I would also want it to be slick and not bulky. knowing this could be expensive I will opt for the model released just prior to the latest model and that is preferable on sale.",2,"will|choose|laptop|that|is|rated|very|good|to|use|one|with|high|processing|power|and|can|run|multiple|games|on|one|that|is|easy|to|download|and|run|external|applications|on|would|also|want|it|to|be|slick|and|not|bulky|knowing|this|could|be|expensive|will|opt|for|the|model|released|just|prior|to|the|latest|model|and|that|is|preferable|on|sale","O|O|O|O|O|O|O|O|O|O|O|O|B|I|I|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B|O|O|B|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O"
"I would want something that is not too expensive, around 400 dollars. It has to have a good battery life and preferably a 17 inch screen, i do not care much about how fast it is since i do not use my laptop to play games or things like that.",2,"would|want|something|that|is|not|too|expensive|around|dollars|it|has|to|have|good|battery|life|and|preferably|inch|screen|do|not|care|much|about|how|fast|it|is|since|do|not|use|my|laptop|to|play|games|or|things|like|that","O|O|O|O|O|O|O|O|O|O|O|O|O|O|B|I|I|O|O|B|I|O|O|O|O|O|O|B|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O"
"I would choose a HP laptop with a large screen and also a touch screen , it would have to have a large memory and windows and would also like to come with security software and also xcel and word. I would need a built in web cam with a definition.",2,"would|choose|hp|laptop|with|large|screen|and|also|touch|screen|it|would|have|to|have|large|memory|and|windows|and|would|also|like|to|come|with|security|software|and|also|xcel|and|word|would|need|built|in|web|cam|with|definition","O|O|B|O|O|B|I|O|O|B|I|O|O|O|O|O|B|I|O|B|O|O|O|O|O|O|O|B|I|O|O|B|O|B|O|O|B|I|I|I|O|O|O"
"A lightweight laptop with at least 8 gb ram, running windows.",2,"lightweight|laptop|with|at|least|gb|ram|running|windows","B|O|O|O|O|B|I|O|B"
"I would want something that looks good, that would make me look good. It should not be too expensive but i does not have to be cheap either since i will use it for a long time, so preferably it will be a brand name jacket.",2,"would|want|something|that|looks|good|that|would|make|me|look|good|it|should|not|be|too|expensive|but|does|not|have|to|be|cheap|either|since|will|use|it|for|long|time|so|preferably|it|will|be|brand|name|jacket","O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O"
"A black puffer jacket that sits around the hip and has a hood and zip to fasten",2,"black|puffer|jacket|that|sits|around|the|hip|and|has|hood|and|zip|to|fasten","B|B|O|O|O|O|O|O|O|O|B|O|B|O|O"
"I would buy a leather jacket that foes to my waist.",2,"would|buy|leather|jacket|that|foes|to|my|waist","O|O|B|O|O|O|O|O|I"
"I am planning to buy a lovely tan check hip length wool jacket . It is lightweight but has a super warm lining in a silky material and this lining is in a gorgeous golden colour.  The jacket is V necked and has 4 different coloured buttons down the front of it.  The lapel has an attached wooden brooch in a dog design. 
",2,"am|planning|to|buy|lovely|tan|check|hip|length|wool|jacket|it|is|lightweight|but|has|super|warm|lining|in|silky|material|and|this|lining|is|in|gorgeous|golden|colour|the|jacket|is|necked|and|has|different|coloured|buttons|down|the|front|of|it|the|lapel|has|an|attached|wooden|brooch|in|dog|design","O|O|O|O|O|B|I|B|I|B|I|O|O|B|O|O|O|B|I|O|B|I|O|O|I|O|O|O|B|O|O|O|O|B|O|O|O|O|B|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O"
"I would choose a long black coat. The coat goes almost to your knees. The jacket is a tiny bit puffy, but not much. It keeps you warm, but not too hot. It has a hood on it also. ",2,"would|choose|long|black|coat|the|coat|goes|almost|to|your|knees|the|jacket|is|tiny|bit|puffy|but|not|much|it|keeps|you|warm|but|not|too|hot|it|has|hood|on|it|also","O|O|B|B|O|O|O|O|O|O|O|I|O|O|O|O|O|B|O|O|O|O|O|B|O|O|O|O|O|O|B|O|O|O"
"I would buy a jacket from Ross. It's a reversible black jacket that is made from fleece. It is like a North Face jacket, but much cheaper and at a more reasonable price. ",2,"would|buy|jacket|from|ross|it|reversible|black|jacket|that|is|made|from|fleece|it|is|like|north|face|jacket|but|much|cheaper|and|at|more|reasonable|price","O|O|O|O|B|O|B|B|O|O|O|O|O|B|O|O|O|B|I|O|O|O|O|O|O|O|O|O"
"A light blue jacket that is made of soft material, is shower proof and water resistant so I could also wear it when it is raining. A tiny bit oversized but also very very light to wear. ",2,"light|blue|jacket|that|is|made|of|soft|material|is|shower|proof|and|water|resistant|so|could|also|wear|it|when|it|is|raining|tiny|bit|oversized|but|also|very|very|light|to|wear","B|I|O|O|O|O|O|B|I|O|B|I|O|B|I|O|O|O|O|O|O|O|O|O|O|O|B|O|O|O|O|B|O|O"
"I would need a laptop with alot of memory.  It would have to connect quickly also. I'd need one that was good for photo editing too . It would need to be lightweight and easy to carry. ",2,"would|need|laptop|with|alot|of|memory|it|would|have|to|connect|quickly|also|need|one|that|was|good|for|photo|editing|too|it|would|need|to|be|lightweight|and|easy|to|carry","O|O|O|O|O|O|B|O|O|O|O|O|O|O|O|O|O|O|O|O|B|I|O|O|O|O|O|O|B|O|O|O|B"
"I would like another apple mac, maybe a mac book bro but the one with the bigger screen",2,"would|like|another|apple|mac|maybe|mac|book|bro|but|the|one|with|the|bigger|screen","O|O|O|B|I|O|B|I|I|O|O|O|O|O|B|I"
"Good size keyboard, large screen, detachable keyboard so it can be used as a tablet.  Decent camera and webcam.  Good connectivity.",2,"good|size|keyboard|large|screen|detachable|keyboard|so|it|can|be|used|as|tablet|decent|camera|and|webcam|good|connectivity","O|O|B|B|I|B|I|O|O|O|O|O|O|B|O|B|O|B|O|B"
"I would like a lightweight lap top with good storage space.  Ability to upload and organise my photos and old videos of my children.  I would like it to be user friendly and have the ability to set it up with out any hassle.  A long battery life and good grapics.  Normal keyboard.",2,"would|like|lightweight|lap|top|with|good|storage|space|ability|to|upload|and|organise|my|photos|and|old|videos|of|my|children|would|like|it|to|be|user|friendly|and|have|the|ability|to|set|it|up|with|out|any|hassle|long|battery|life|and|good|grapics|normal|keyboard","O|O|B|O|O|O|O|B|I|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B|I|I|O|O|B|O|B"
"A nice light laptop that I can easily carry in my bag and that is well made and has a good battery life and a good size screen. With a good size hard drive and plenty of options for USB ports.",2,"nice|light|laptop|that|can|easily|carry|in|my|bag|and|that|is|well|made|and|has|good|battery|life|and|good|size|screen|with|good|size|hard|drive|and|plenty|of|options|for|usb|ports","O|B|O|O|O|O|O|O|O|B|O|O|O|O|O|O|O|O|B|I|I|O|O|O|B|O|O|O|B|I|O|O|O|O|O|B|I"
"A jacket that is wind and water proof and is good for cycling (long enough arms and back). Has a hood. Is a light or bright colour (not black), i.e. something that is visible on the road. Some reflective parts would also be good. I'd like it if it was compact and could be folded easily to fit in my backpack.",2,"jacket|that|is|wind|and|water|proof|and|is|good|for|cycling|long|enough|arms|and|back|has|hood|is|light|or|bright|colour|not|black|something|that|is|visible|on|the|road|some|reflective|parts|would|also|be|good|like|it|if|it|was|compact|and|could|be|folded|easily|to|fit|in|my|backpack","O|O|O|B|O|B|I|O|O|O|O|O|O|O|O|O|O|O|B|O|B|O|B|O|O|B|O|O|O|O|O|O|O|O|B|I|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O"
"I would want a tablet laptop. One of the ones that can be a laptop but can then separate into just a latptop. Lots of memory, and light and easy to carry around.",2,"would|want|tablet|laptop|one|of|the|ones|that|can|be|laptop|but|can|then|separate|into|just|latptop|lots|of|memory|and|light|and|easy|to|carry|around","O|O|B|I|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B|O|O|O|O|B|O|O|O|O|O"
"I would want a waterproof jacket, preferably grey or blue. It must have two front pockets and one or two inside but no more.The front should be zipped right through, no buttons or velcro. Ideally best for spring and autumn warmth wise, can always put on extra clothes layers in winter.",2,"would|want|waterproof|jacket|preferably|grey|or|blue|it|must|have|two|front|pockets|and|one|or|two|inside|but|no|more|the|front|should|be|zipped|right|through|no|buttons|or|velcro|ideally|best|for|spring|and|autumn|warmth|wise|can|always|put|on|extra|clothes|layers|in|winter","O|O|B|O|O|B|O|B|O|O|O|O|O|B|O|O|O|O|O|O|O|O|O|O|O|O|O|B|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O"
"A warm waterproof mid length jacket with a large furry hood. Preferably in a natural colour that will go with most outfits. ",2,"warm|waterproof|mid|length|jacket|with|large|furry|hood|preferably|in|natural|colour|that|will|go|with|most|outfits","B|B|B|I|O|O|B|B|B|O|O|B|O|O|O|O|O|O|O"
"Not too heavy, quick, has USB ports, doesnt need CD port but would be a bonus, about 19 inch screen",2,"not|too|heavy|quick|has|usb|ports|doesnt|need|cd|port|but|would|be|bonus|about|inch|screen","O|O|B|O|O|B|I|O|O|B|I|O|O|O|O|O|B|I"
"I would buy a mid price laptop. I am not an expert on the subject but I would want something beyond basic functionality and memory",2,"would|buy|mid|price|laptop|am|not|an|expert|on|the|subject|but|would|want|something|beyond|basic|functionality|and|memory","O|O|B|I|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B"
"I am planning on buying a laptop that is small and slim, but has a lot of memory and ram to handle the projects I want it to do. I want to buy a laptop compatible with Microsoft Windows and Office, as those are the items that I am most familiar with. ",2,"am|planning|on|buying|laptop|that|is|small|and|slim|but|has|lot|of|memory|and|ram|to|handle|the|projects|want|it|to|do|want|to|buy|laptop|compatible|with|microsoft|windows|and|office|as|those|are|the|items|that|am|most|familiar|with","O|O|O|O|O|O|O|B|O|B|O|O|O|O|B|O|B|O|O|O|O|O|O|O|O|O|O|O|O|O|B|I|O|B|O|O|O|O|O|O|O|O|O|O"
"GTX 2060 TI, intel i7, 16gb ram (2 times 8gb), 1tb SSD, motherboard with SATA III usb 3.0, 4k monitor",2,"gtx|ti|intel|gb|ram|times|gb|tb|ssd|motherboard|with|sata|iii|usb|monitor","B|I|B|B|I|O|I|B|I|B|O|B|I|B|I"
"Grey, tighter fitting jacket, that can be worn in both formal and informal occasions",2,"grey|tighter|fitting|jacket|that|can|be|worn|in|both|formal|and|informal|occasions","B|B|I|O|O|O|O|O|O|O|O|O|O|O"
"A waterproof jacket for all weather and lightweight, ",2,"waterproof|jacket|for|all|weather|and|lightweight","B|O|O|O|O|O|B"
"I would be looking for a Chromebook with at least 32 gigs of built in storage and 4 gigs of ram. A full HD screen that is at least 15 inches would also be necessary. Also, battery life is important and should last at least 8 hours.",2,"would|be|looking|for|chromebook|with|at|least|gigs|of|built|in|storage|and|gigs|of|ram|full|hd|screen|that|is|at|least|inches|would|also|be|necessary|also|battery|life|is|important|and|should|last|at|least|hours","O|O|O|O|B|O|O|O|B|O|O|O|B|O|B|O|B|B|I|I|O|O|O|O|B|O|O|O|O|O|B|I|O|O|O|O|O|O|O|O"
"A long black faux-fur jacket. It's almost floor length with a lapel cut and large metal (painted black) buttons. It's super fluffy and warm - my prime winter jacket.",2,"long|black|faux|fur|jacket|it|almost|floor|length|with|lapel|cut|and|large|metal|painted|black|buttons|it|super|fluffy|and|warm|my|prime|winter|jacket","B|B|B|I|O|O|O|B|I|O|O|O|O|O|B|O|B|B|O|B|O|B|O|O|O|O"
"I would buy a lenovo or HP laptop with a touch screen which would have the necessary hardware and software to be able to play video games.",2,"would|buy|lenovo|or|hp|laptop|with|touch|screen|which|would|have|the|necessary|hardware|and|software|to|be|able|to|play|video|games","O|O|B|O|B|O|O|B|I|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O"
"something that is a reasonable price that does what i need. not high spec just something that is good for internet work",2,"something|that|is|reasonable|price|that|does|what|need|not|high|spec|just|something|that|is|good|for|internet|work","O|O|O|B|I|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O"
"Apple Mac, loads of capacity to hold more for storage.
Colour silver or dark, with a cd and dvd drive.
Apple Mac Pro ",2,"apple|mac|loads|of|capacity|to|hold|more|for|storage|colour|silver|or|dark|with|cd|and|dvd|drive|apple|mac|pro","B|I|O|O|O|O|O|O|O|B|O|B|O|B|O|B|O|B|I|B|I|I"
"I want to get a jacket that is color-blocked. I like the thought of one that either uses pastel colors or heavily saturated primary colors. A zip-up hoodie is preferable. It also needs to be thick enough to keep me warm in colder weather but not so thick that wearing it in the summer makes me want to die. It was also be better if it was either thrifted ot ethically made.",2,"want|to|get|jacket|that|is|color|blocked|like|the|thought|of|one|that|either|uses|pastel|colors|or|heavily|saturated|primary|colors|zip|up|hoodie|is|preferable|it|also|needs|to|be|thick|enough|to|keep|me|warm|in|colder|weather|but|not|so|thick|that|wearing|it|in|the|summer|makes|me|want|to|die|it|was|also|be|better|if|it|was|either|thrifted|ot|ethically|made","O|O|O|O|O|O|B|I|O|O|O|O|O|O|O|O|B|I|O|O|O|O|O|B|I|O|O|O|O|O|O|O|O|O|O|O|O|B|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O"
"I would want a thin and light laptop that could be easily transported. The laptop needs to have a decent CPU, at least 8gb of ram, decent battery life, and a large storage capacity. I also want my laptop to be sleek and minimalist.",2,"would|want|thin|and|light|laptop|that|could|be|easily|transported|the|laptop|needs|to|have|decent|cpu|at|least|gb|of|ram|decent|battery|life|and|large|storage|capacity|also|want|my|laptop|to|be|sleek|and|minimalist","O|O|B|O|B|O|O|O|O|O|O|O|O|O|O|O|B|O|O|B|I|I|O|B|I|O|B|I|I|O|O|O|O|O|O|O|O|O"
"I'd like to get a jacket that is dark in color, preferably something dark blue, brown or black. I want a jacket that is easy to close and open, something with a zipper most  likely. I want something I can wear with both casual or more formal attire.",2,"like|to|get|jacket|that|is|dark|in|color|preferably|something|dark|blue|brown|or|black|want|jacket|that|is|easy|to|close|and|open|something|with|zipper|most|likely|want|something|can|wear|with|both|casual|or|more|formal|attire","O|O|O|O|O|O|O|O|O|O|O|B|I|B|O|B|O|O|O|O|O|O|O|O|O|O|O|B|O|O|O|O|O|O|O|O|O|O|O|O|O"
"I would buy a jacket that was colourful but not too bright, maybe a green or blue so it can go with different bottoms of bags. It would have a hood and be waterproof. It would be the length just past my bum. It probably wouldn't be very stylish, but it would keep me dry on dog walks ",2,"would|buy|jacket|that|was|colourful|but|not|too|bright|maybe|green|or|blue|so|it|can|go|with|different|bottoms|of|bags|it|would|have|hood|and|be|waterproof|it|would|be|the|length|just|past|my|bum|it|probably|wouldn|be|very|stylish|but|it|would|keep|me|dry|on|dog|walks","O|O|O|O|O|B|O|O|O|O|O|B|O|B|O|O|O|O|O|O|O|O|O|O|O|O|B|O|O|B|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O"
"Right now, I would like a trench coat. I would like it to be mid-calf, double breasted, and preferably in an olive green colour. Ideally it would be storm proof, and also have a belt. ",2,"right|now|would|like|trench|coat|would|like|it|to|be|mid|calf|double|breasted|and|preferably|in|an|olive|green|colour|ideally|it|would|be|storm|proof|and|also|have|belt","O|O|O|O|B|I|O|O|O|O|O|B|I|B|I|O|O|O|O|B|I|O|O|O|O|O|B|I|O|O|O|B"
