Id,title,handle,body_html,tags
916,Personalised Romantic Love Cushion for Sweetheart Polyester,personalised-romantic-love-cushion-for-sweetheart-polyester,"Make your loved one feel cherished and happy by gifting him or her with this romantic love cushion. This product is great to be gifted on Valentine's Day, birthdays, anniversaries etc. The cusion is crafted with utmost care to make your loved one feel at rest with your love. Made of Polyester canvas, this cusion has dimensions of 30 x 30 cm (12x12). The lovely product can be personalised with a cherished image of your choice as well as with two names to make it more cuddly for your significant otherPersonalisation: Available. Upload Photo &amp; TextFabric cover - Material Available: Polyester canvas and velvetFabric filling: High-Quality Conjugated Fibre FillerStitching - Envelop Backing | Outline Seam Stitch | Interlocked from inside.Filler instruction- Cushion Filler comes Vacuum Packed, hence is flat and compressed. Please cut the cover and re-fluff lightly with your hand. The cushion will soon retain its shape.Care instruction - Machine washable but preferably Hand wash normally in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler.Utility: Gift for Spouse, Couples, Boyfriend, Girlfriend, Husband, Wife, Birthday, Anniversary, Valentine's Day.Dimensions: 30 x 30 cm (12x12) EachMaterial: Polyester Canvas &amp; VelvetProduct Weight: 250 gmPackage Weight: ﻿260 gmNumber of Items: 1 Cushion cover with 1 Free Filler / Insert ( not sold separately )Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Cushion and Cushion Covers"","" Offer Products"","" Personalised Gifts"","" Valentine Cushion""}"
917,Personalized Clever & Witty Polyester Cushion Gift for Valentine's Day,personalized-clever-witty-polyester-cushion-gift-for-valentines-day,"A pretty printed cushion with free filler. Soft, snuggly personalized cushions make great gifts for any special occasion. Our delightful range of printed cushions will look fabulous on any chair, sofa, bed, or couch. Freshen up your home with cushions for all interiors The perfect present for Gemini's.Fabric coverÂ - Material Available:Â Polyester canvas and velvetFabric filling:Â High-Quality Conjugated Fibre FillerStitching -Â Envelop Backing | Outline Seam Stitch | Interlocked from inside.Filler instruction-Â Cushion Filler comes Vacuum Packed, hence is flat and compressed. Please cut the cover and re-fluff lightly with your hand. The cushion will soon retain its shape.Care instruction -Â Machine washable but preferably Hand wash normally in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler.Utility:Â Zodiac Cushion for Geminis.Â Dimensions:Â Â 30 x 30 cm (12x12) EachMaterial:Â Polyester Canvas &amp; VelvetProduct Weight:Â Â 250 gmPackage Weight:Â ï»¿260 gmNumber of Items:Â 1Â Cushion cover with 1 Free Filler / Insert ( not soldÂ separatelyÂ )Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email :Â cx@giftcart.comCountry of Origin:Â India","{""COD - GBGT"","" Couple"","" Cushion and Cushion Covers"","" Offer Products"","" Personalised Gifts""}"
918,Personalized Polyester Photo Cushion Cover Gift for Couple,personalized-polyester-photo-cushion-cover-gift-for-couple,"A pretty printed cushion with free filler. Soft, snuggly personalized cushions make great gifts for any special occasion. Our delightful range of printed cushions will look fabulous on any chair, sofa, bed, or couch. Freshen up your home with cushions for all interiorsÂ Â Gift something extraordinary to your near and dear ones. This lovely cushion can be personalized with any favourite snap of yours, which adds charm.Â Personalisation: Available. Upload PhotoFabric coverÂ - Material Available:Â Polyester canvas and velvetFabric filling:Â High-Quality Conjugated Fibre FillerStitching -Â Envelop Backing | Outline Seam Stitch | Interlocked from inside.Filler instruction-Â Cushion Filler comes Vacuum Packed, hence is flat and compressed. Please cut the cover and re-fluff lightly with your hand. The cushion will soon retain its shape.Care instruction -Â Machine washable but preferably Hand wash normally in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler.Utility:Â Gift for Family &amp; Friends.Dimensions:Â Â 30 x 30 cm (12x12) EachMaterial:Â Polyester Canvas &amp; VelvetProduct Weight:Â Â 250 gmPackage Weight:Â ï»¿260 gmNumber of Items:Â 1Â Cushion cover with 1 Free Filler / Insert ( not soldÂ separatelyÂ )Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email :Â cx@giftcart.comCountry of Origin:Â India","{""COD - GBGT"","" Couple"","" Cushion and Cushion Covers"","" Offer Products"","" Personalised Gifts""}"
919,Personalised My Better Half Cushion,personalised-my-better-half-cushion,"Showcase love and affection to the beloved partner with this lovely gift. Pink in colour, the cushion measures 30 x 30 cm (12x12) and has couple's image on it which enhances the appeal double fold. It is a sweet bestowing love on him or her, so shop now before stock ends.Personalisation: Available. Upload PhotoFabric cover - Material Available: Polyester canvas and velvetFabric filling: High-Quality Conjugated Fibre FillerStitching - Envelop Backing | Outline Seam Stitch | Interlocked from inside.Filler instruction- Cushion Filler comes Vacuum Packed, hence is flat and compressed. Please cut the cover and re-fluff lightly with your hand. The cushion will soon retain its shape.Care instruction - Machine washable but preferably Hand wash normally in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler.Utility: Gift for Husband, Boyfriend, Wife, Girlfriend, Valentine's day, Birthday, Anniversary.Dimensions: 30 x 30 cm (12x12) EachMaterial: Polyester Canvas &amp; VelvetProduct Weight: 250 gmPackage Weight: ﻿260 gmNumber of Items: 1 Cushion cover with 1 Free Filler / Insert ( not sold separately )Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Cushion and Cushion Covers"","" Offer Products"","" Personalised Gifts"","" Valentine Cushion""}"
920,Personalized Selfie Queen Polyester Photo Cushion Gift For Mom,personalized-selfie-queen-polyester-photo-cushion-gift-for-mom,"A pretty printed with filler cushion. Soft, snuggly personalised these make great gifts for any special occasions such as birthday, anniversary, valentine's day etc. Our delightful range of printed cushions will look fabulous on any chair, sofa, bed or couch. Freshen up your home with cushions for all interiors, they are also perfect presents for friends &amp; family.Personalisation: Available. Upload PhotoFabric cover - Material Available: Polyester canvas and velvetFabric filling: High-Quality Conjugated Fibre FillerStitching - Envelop Backing | Outline Seam Stitch | Interlocked from inside.Filler instruction- Cushion Filler comes Vacuum Packed, hence is flat and compressed. Please cut the cover and re-fluff lightly with your hand. The cushion will soon retain its shape.Care instruction - Machine washable but preferably Hand wash normally in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler.Utility: Gift for Family &amp; Friends. Dimensions: 30 x 30 cm (12x12) EachMaterial: Polyester Canvas &amp; VelvetProduct Weight: 250 gmPackage Weight: ﻿260 gmNumber of Items: 1 Cushion cover with 1 Free Filler / Insert ( not sold separately )Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Cushion and Cushion Covers"","" Offer Products""}"
921,Personalized Me & You Polyester Photo Cushion Gift for Couple,personalized-me-you-polyester-photo-cushion-gift-for-couple,"A pretty printed with filler cushion. Soft, snuggly personalised these make great gifts for any special occasions such as birthday, anniversary, valentine's day etc. Our delightful range of printed cushions will look fabulous on any chair, sofa, bed or couch. Freshen up your home with cushions for all interiors, they are also perfect presents for friends &amp; family.. Fabric cover - Available in velvet and polyester canvas* Fabric filling: High Quality Conjugated Fibre Filler. Dimension: 30 x 30 cm (12x12)* Stitching - Envelop Backing | Outline Seam Stitch | Interlocked from inside. * Filler instruction- Filler comes Vacuum Packed, hence is flat and compressed. Please cut the cover and re-fluff lightly with hand. The will soon retain its shape. * Care instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler. . Utility: Gift For Boyfriend|Gift For Husband|Gift For Wife|Gift For Girlfriend|Gift For Friend|Gift For Fiance|Gift for Wedding Anniversary|Gift For Valentines Day|Gift For Engagement|Gift For Love|Gift for husbands birthday|Gift for wife birthday|Gift for boyfriends birthday|Gift for girlfriends birthdayDimensions: 30 x 30 cm (12x12) Filler weight: 170 gmCover fabric option: Polyester canvas and velvetCare Instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler.Product Weight:250 gmPackage Weight:260 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email :Â cx@giftcart.comCountry of Origin: India Â","{""COD - GBGT"","" Couple"","" Cushion and Cushion Covers"","" Offer Products"","" Valentine Cushion""}"
922,Personalised Love Polyester Cushion,personalised-love-polyester-cushion,"A pretty printed with filler cushion. Soft, snuggly personalised these make great gifts for any special occasions such as birthday, anniversary, valentine's day etc. Our delightful range of printed cushions will look fabulous on any chair, sofa, bed or couch. Freshen up your home with cushions for all interiors, they are also perfect presents for friends &amp; family.Personalisation: Available. Upload NameFabric cover - Material Available: Polyester canvas and velvetFabric filling: High-Quality Conjugated Fibre FillerStitching - Envelop Backing | Outline Seam Stitch | Interlocked from inside.Filler instruction- Cushion Filler comes Vacuum Packed, hence is flat and compressed. Please cut the cover and re-fluff lightly with your hand. The cushion will soon retain its shape.Care instruction - Machine washable but preferably Hand wash normally in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler.Utility: Gift for Husband on Birthday, Anniversary, Valentine's Day. Dimensions: 30 x 30 cm (12x12) EachMaterial: Polyester Canvas &amp; VelvetProduct Weight: 250 gmPackage Weight: ﻿260 gmNumber of Items: 1 Cushion cover with 1 Free Filler / Insert ( not sold separately )Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Cushion and Cushion Covers"","" Offer Products"","" Personalised Gifts"","" Valentine Cushion""}"
923,Family Tree Personalised Cushion,family-tree-personalised-cushion,"A pretty printed with filler cushion. Soft, snuggly personalised these make great gifts for any special occasions such as birthday, anniversary, valentine's day etc. Our delightful range of printed cushions will look fabulous on any chair, sofa, bed or couch. Freshen up your home with cushions for all interiors, they are also perfect presents for friends &amp; family.. Fabric cover - Available in velvet and polyester canvas* Fabric filling: High Quality Conjugated Fibre Filler. Dimension: 30 x 30 cm (12x12)* Stitching - Envelop Backing | Outline Seam Stitch | Interlocked from inside. * Filler instruction- Filler comes Vacuum Packed, hence is flat and compressed. Please cut the cover and re-fluff lightly with hand. The will soon retain its shape. * Care instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler. . Utility: Gift For Boyfriend|Gift For Husband|Gift For Wife|Gift For Girlfriend|Gift For Friend|Gift For Fiance|Gift for Wedding Anniversary|Gift For Valentines Day|Gift For Engagement|Gift For Love|Gift for husbands birthday|Gift for wife birthday|Gift for boyfriends birthday|Gift for girlfriends birthdayDimensions: 30 x 30 cm (12x12) Filler weight: 170 gmCover fabric option: Polyester canvas and velvetCare Instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler.Product Weight:250 gmPackage Weight:260 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Cushion and Cushion Covers"","" Offer Products""}"
924,Customized Daddy I Love You Cushion Gift For Father's Day,customized-daddy-i-love-you-cushion-gift-for-fathers-day,"Express your love with our ""Daddy I Love You"" Personalized Cushion, a heartwarming tribute to the most special man in your life. Crafted with soft, plush fabric, this cushion is as cozy as it is meaningful. Customize it with name &amp; age , creating a one-of-a-kind keepsake that Dad will treasure forever. Whether he's relaxing after a long day or sharing a moment with you, this cushion serves as a constant reminder of your deep affection. Show Dad just how much he means to you with our ""Daddy I Love You"" Personalized Cushion, a gift straight from the heart.A pretty printed with filler cushion. Soft, snuggly personalised these make great gifts for any special occasions such as birthday, anniversary, valentine's day etc. Our delightful range of printed cushions will look fabulous on any chair, sofa, bed or couch. Freshen up your home with cushions for all interiors, they are also perfect presents for friends &amp; family. Looking for the best Father's Day presents? 🎁 Explore our amazing collection of gifts for dad, including a personalized cushion for dad, unique father birthday presents, and thoughtful Father's Day gift ideas for dad! Whether it's for Father's Day, Dad's birthday, or just to show your love, we have the best gifts for your dad to make his day extra special. 💙 Find the best dad birthday presents and personalized gifts for dad that he'll cherish forever! 😊. Fabric cover - Available in velvet and polyester canvas* Fabric filling: High Quality Conjugated Fibre Filler. Dimension: 30 x 30 cm (12x12)* Stitching - Envelop Backing | Outline Seam Stitch | Interlocked from inside. * Filler instruction- Filler comes Vacuum Packed, hence is flat and compressed. Please cut the cover and re-fluff lightly with hand. The will soon retain its shape. * Care instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler. . Utility: Gift For Boyfriend|Gift For Husband|Gift For Wife|Gift For Girlfriend|Gift For Friend|Gift For Fiance|Gift for Wedding Anniversary|Gift For Valentines Day|Gift For Engagement|Gift For Love|Gift for husbands birthday|Gift for wife birthday|Gift for boyfriends birthday|Gift for girlfriends birthdayDimensions: 30 x 30 cm (12x12) Filler weight: 170 gmCover fabric option: Polyester canvas and velvetCare Instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler.Product Weight:250 gmPackage Weight:260 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Cushion and Cushion Covers"","" Offer Products""}"
925,Love Personalised Cushion,love-personalised-cushion,"A pretty printed with filler cushion. Soft, snuggly personalised these make great gifts for any special occasions such as birthday, anniversary, valentine's day etc. Our delightful range of printed cushions will look fabulous on any chair, sofa, bed or couch. Freshen up your home with cushions for all interiors, they are also perfect presents for friends &amp; family.. Fabric cover - Available in velvet and polyester canvas* Fabric filling: High Quality Conjugated Fibre Filler. Dimension: 30 x 30 cm (12x12)* Stitching - Envelop Backing | Outline Seam Stitch | Interlocked from inside. * Filler instruction- Filler comes Vacuum Packed, hence is flat and compressed. Please cut the cover and re-fluff lightly with hand. The will soon retain its shape. * Care instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler. . Utility: Gift For Boyfriend|Gift For Husband|Gift For Wife|Gift For Girlfriend|Gift For Friend|Gift For Fiance|Gift for Wedding Anniversary|Gift For Valentines Day|Gift For Engagement|Gift For Love|Gift for husbands birthday|Gift for wife birthday|Gift for boyfriends birthday|Gift for girlfriends birthdayDimensions: 30 x 30 cm (12x12) Filler weight: 170 gmCover fabric option: Polyester canvas and velvetCare Instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler.Product Weight:250 gmPackage Weight:260 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Cushion and Cushion Covers"","" Offer Products"","" Personalised Gifts"","" Valentine Cushion""}"
926,Customized Dad & Me Cushion Gift For Father's Day,customized-dad-me-cushion-gift-for-fathers-day,"Cushion. Crafted with soft, premium fabric, this cushion is a heartfelt tribute to the bond between Dad and his little one. Customize it with cherished photograph, transforming it into a cherished keepsake that reflects your unique connection. Whether snuggled up for storytime or simply sharing a hug, this cushion will be a constant reminder of the love and joy you share. Celebrate the magic of fatherhood with our Dad &amp; Me Personalized Cushion, a timeless symbol of your unbreakable bond. A pretty printed with filler cushion. Soft, snuggly personalised these make great gifts for any special occasions such as birthday, anniversary, valentine's day etc. Our delightful range of printed cushions will look fabulous on any chair, sofa, bed or couch. Freshen up your home with cushions for all interiors, they are also perfect presents for friends &amp; family. Looking for the best Father's Day presents? 🎁 Explore our amazing collection of gifts for dad, including a personalized cushion for dad, unique father birthday presents, and thoughtful Father's Day gift ideas for dad! Whether it's for Father's Day, Dad's birthday, or just to show your love, we have the best gifts for your dad to make his day extra special. 💙 Find the best dad birthday presents and personalized gifts for dad that he'll cherish forever! 😊. Fabric cover - Available in velvet and polyester canvas* Fabric filling: High Quality Conjugated Fibre Filler. Dimension: 30 x 30 cm (12x12)* Stitching - Envelop Backing | Outline Seam Stitch | Interlocked from inside. * Filler instruction- Filler comes Vacuum Packed, hence is flat and compressed. Please cut the cover and re-fluff lightly with hand. The will soon retain its shape. * Care instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler. . Utility: Gift For Boyfriend|Gift For Husband|Gift For Wife|Gift For Girlfriend|Gift For Friend|Gift For Fiance|Gift for Wedding Anniversary|Gift For Valentines Day|Gift For Engagement|Gift For Love|Gift for husbands birthday|Gift for wife birthday|Gift for boyfriends birthday|Gift for girlfriends birthdayDimensions: 30 x 30 cm (12x12) Filler weight: 170 gmCover fabric option: Polyester canvas and velvetCare Instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler. Product Weight:250 gmPackage Weight:260 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Cushion and Cushion Covers"","" Offer Products"","" Personalised Gifts""}"
927,Personalized Me You & Us Polyester Cushion Gift for Valentine's Day,personalized-me-you-us-polyester-cushion-gift-for-valentines-day,"A pretty printed with filler cushion. Soft, snuggly personalised these make great gifts for any special occasions such as birthday, anniversary, valentine's day etc. Our delightful range of printed cushions will look fabulous on any chair, sofa, bed or couch. Freshen up your home with cushions for all interiors, they are also perfect presents for friends &amp; family.. Fabric cover - Available in velvet and polyester canvas* Fabric filling: High Quality Conjugated Fibre Filler. Dimension: 30 x 30 cm (12x12)* Stitching - Envelop Backing | Outline Seam Stitch | Interlocked from inside. * Filler instruction- Filler comes Vacuum Packed, hence is flat and compressed. Please cut the cover and re-fluff lightly with hand. The will soon retain its shape. * Care instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler. . Utility: Gift For Boyfriend|Gift For Husband|Gift For Wife|Gift For Girlfriend|Gift For Friend|Gift For Fiance|Gift for Wedding Anniversary|Gift For Valentines Day|Gift For Engagement|Gift For Love|Gift for husbands birthday|Gift for wife birthday|Gift for boyfriends birthday|Gift for girlfriends birthdayDimensions: 30 x 30 cm (12x12) Filler weight: 170 gmCover fabric option: Polyester canvas and velvetCare Instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler.Product Weight:250 gmPackage Weight:260 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email :Â cx@giftcart.comCountry of Origin: India Â","{""COD - GBGT"","" Couple"","" Cushion and Cushion Covers"","" Offer Products"","" Valentine Cushion""}"
928,Personalized Daddy & I Cushion Gift For Father's Day,personalized-daddy-i-cushion-gift-for-fathers-day,"Express your love with our ""Daddy I Love You"" Personalized Cushion, a heartwarming tribute to the most special man in your life. Crafted with soft, plush fabric, this cushion is as cozy as it is meaningful. Customize it with name &amp; age , creating a one-of-a-kind keepsake that Dad will treasure forever. Whether he's relaxing after a long day or sharing a moment with you, this cushion serves as a constant reminder of your deep affection. Show Dad just how much he means to you with our ""Daddy I Love You"" Personalized Cushion, a gift straight from the heart.A pretty printed with filler cushion. Soft, snuggly personalised these make great gifts for any special occasions such as birthday, anniversary, valentine's day etc. Our delightful range of printed cushions will look fabulous on any chair, sofa, bed or couch. Freshen up your home with cushions for all interiors, they are also perfect presents for friends &amp; family. Looking for the best Father's Day presents? 🎁 Explore our amazing collection of gifts for dad, including a personalized cushion for dad, unique father birthday presents, and thoughtful Father's Day gift ideas for dad! Whether it's for Father's Day, Dad's birthday, or just to show your love, we have the best gifts for your dad to make his day extra special. 💙 Find the best dad birthday presents and personalized gifts for dad that he'll cherish forever! 😊 . Fabric cover - Available in velvet and polyester canvas* Fabric filling: High Quality Conjugated Fibre Filler. Dimension: 30 x 30 cm (12x12)* Stitching - Envelop Backing | Outline Seam Stitch | Interlocked from inside. * Filler instruction- Filler comes Vacuum Packed, hence is flat and compressed. Please cut the cover and re-fluff lightly with hand. The will soon retain its shape. * Care instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler. . Utility: Gift For Boyfriend|Gift For Husband|Gift For Wife|Gift For Girlfriend|Gift For Friend|Gift For Fiance|Gift for Wedding Anniversary|Gift For Valentines Day|Gift For Engagement|Gift For Love|Gift for husbands birthday|Gift for wife birthday|Gift for boyfriends birthday|Gift for girlfriends birthdayDimensions: 30 x 30 cm (12x12) Filler weight: 170 gmCover fabric option: Polyester canvas and velvetCare Instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler.Product Weight:250 gmPackage Weight:260 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Cushion and Cushion Covers"","" Offer Products""}"
929,Personalized Super Dad Cushion Gift For Father's Day,personalized-super-dad-cushion-gift-for-fathers-day,"Express your love with our ""Daddy I Love You"" Personalized Cushion, a heartwarming tribute to the most special man in your life. Crafted with soft, plush fabric, this cushion is as cozy as it is meaningful. Customize it with name &amp; age , creating a one-of-a-kind keepsake that Dad will treasure forever. Whether he's relaxing after a long day or sharing a moment with you, this cushion serves as a constant reminder of your deep affection. Show Dad just how much he means to you with our ""Daddy I Love You"" Personalized Cushion, a gift straight from the heart.A pretty printed with filler cushion. Soft, snuggly personalised these make great gifts for any special occasions such as birthday, anniversary, valentine's day etc. Our delightful range of printed cushions will look fabulous on any chair, sofa, bed or couch. Freshen up your home with cushions for all interiors, they are also perfect presents for friends &amp; family. Looking for the best Father's Day presents? 🎁 Explore our amazing collection of gifts for dad, including a personalized cushion for dad, unique father birthday presents, and thoughtful Father's Day gift ideas for dad! Whether it's for Father's Day, Dad's birthday, or just to show your love, we have the best gifts for your dad to make his day extra special. 💙 Find the best dad birthday presents and personalized gifts for dad that he'll cherish forever! 😊 . Fabric cover - Available in velvet and polyester canvas* Fabric filling: High Quality Conjugated Fibre Filler. Dimension: 30 x 30 cm (12x12)* Stitching - Envelop Backing | Outline Seam Stitch | Interlocked from inside. * Filler instruction- Filler comes Vacuum Packed, hence is flat and compressed. Please cut the cover and re-fluff lightly with hand. The will soon retain its shape. * Care instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler. . Utility: Gift For Boyfriend|Gift For Husband|Gift For Wife|Gift For Girlfriend|Gift For Friend|Gift For Fiance|Gift for Wedding Anniversary|Gift For Valentines Day|Gift For Engagement|Gift For Love|Gift for husbands birthday|Gift for wife birthday|Gift for boyfriends birthday|Gift for girlfriends birthdayDimensions: 30 x 30 cm (12x12) Filler weight: 170 gmCover fabric option: Polyester canvas and velvetCare Instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler.Product Weight:250 gmPackage Weight:260 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Cushion and Cushion Covers"","" Offer Products""}"
930,Together We Can Move Mountains Personalised Cushion,together-we-can-move-mountains-personalised-cushion,"A pretty printed with filler cushion. Soft, snuggly personalised these make great gifts for any special occasions such as birthday, anniversary, valentine's day etc. Our delightful range of printed cushions will look fabulous on any chair, sofa, bed or couch. Freshen up your home with cushions for all interiors, they are also perfect presents for friends &amp; family.. Fabric cover - Available in velvet and polyester canvas* Fabric filling: High Quality Conjugated Fibre Filler. Dimension: 30 x 30 cm (12x12)* Stitching - Envelop Backing | Outline Seam Stitch | Interlocked from inside. * Filler instruction- Filler comes Vacuum Packed, hence is flat and compressed. Please cut the cover and re-fluff lightly with hand. The will soon retain its shape. * Care instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler. . Utility: Gift For Boyfriend|Gift For Husband|Gift For Wife|Gift For Girlfriend|Gift For Friend|Gift For Fiance|Gift for Wedding Anniversary|Gift For Valentines Day|Gift For Engagement|Gift For Love|Gift for husbands birthday|Gift for wife birthday|Gift for boyfriends birthday|Gift for girlfriends birthdayDimensions: 30 x 30 cm (12x12) Filler weight: 170 gmCover fabric option: Polyester canvas and velvetCare Instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler.Product Weight:250 gmPackage Weight:260 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Cushion and Cushion Covers"","" Offer Products"","" Valentine Cushion""}"
931,Love You To The Moon And Back Personalised Cushion,love-you-to-the-moon-and-back-personalised-cushion,"A pretty printed with filler cushion. Soft, snuggly personalised these make great gifts for any special occasions such as birthday, anniversary, valentine's day etc. Our delightful range of printed cushions will look fabulous on any chair, sofa, bed or couch. Freshen up your home with cushions for all interiors, they are also perfect presents for friends &amp; family.. Fabric cover - Available in velvet and polyester canvas* Fabric filling: High Quality Conjugated Fibre Filler. Dimension: 30 x 30 cm (12x12)* Stitching - Envelop Backing | Outline Seam Stitch | Interlocked from inside. * Filler instruction- Filler comes Vacuum Packed, hence is flat and compressed. Please cut the cover and re-fluff lightly with hand. The will soon retain its shape. * Care instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler. . Utility: Gift For Boyfriend|Gift For Husband|Gift For Wife|Gift For Girlfriend|Gift For Friend|Gift For Fiance|Gift for Wedding Anniversary|Gift For Valentines Day|Gift For Engagement|Gift For Love|Gift for husbands birthday|Gift for wife birthday|Gift for boyfriends birthday|Gift for girlfriends birthdayDimensions: 30 x 30 cm (12x12) Filler weight: 170 gmCover fabric option: Polyester canvas and velvetCare Instruction - Hand wash normal in cold water | Tumble dry low | Warm Iron as needed | Do not Bleach or Soak | Wash Cover Only not the filler.Product Weight:250 gmPackage Weight:260 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Cushion and Cushion Covers"","" Offer Products"","" Valentine Cushion""}"
